hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
10, 2700.00000, 0.147603, 0.0914293, 1.71358E-005, 3.52654E-005
11, 0.00000, 0.12663, 0.0784366, 2.50746E-005, 4.01517E-005
11, 900.00000, 0.125949, 0.0780203, 2.77365E-005, 3.65488E-005
11, 1800.00000, 0.130997, 0.0811475, 2.20658E-005, 3.35923E-005
11, 2700.00000, 0.0765322, 0.0473969, 7.74152E-006, 3.16624E-005
12, 0.00000, 0.100501, 0.0622503, 1.08987E-005, 3.04408E-005
12, 900.00000, 0.0978005, 0.0605726, 1.24204E-005, 3.60603E-005
12, 1800.00000, 0.0665218, 0.0412007, 6.49713E-006, 2.45795E-005
12, 2700.00000, 0.0665073, 0.0411967, 6.60027E-006, 1.96759E-005
13, 0.00000, 0.0780103, 0.0483242, 9.01853E-006, 2.09535E-005
13, 900.00000, 0.0869531, 0.0538565, 6.70395E-006, 2.8137E-005
13, 1800.00000, 0.161446, 0.0999914, 1.4717E-005, 4.6212E-005
13, 2700.00000, 0.0960898, 0.0595142, 7.51009E-006, 3.1773E-005
14, 0.00000, 0.124891, 0.0773551, 1.13114E-005, 3.59185E-005
14, 900.00000, 0.0943128, 0.0584161, 8.23567E-006, 2.92666E-005
14, 1800.00000, 0.0791844, 0.0490408, 5.97349E-006, 2.9957E-005
14, 2700.00000, 0.0833094, 0.0515986, 7.35311E-006, 2.87269E-005
15, 0.00000, 0.0968553, 0.059993, 9.52704E-006, 2.82515E-005
15, 900.00000, 0.135323, 0.0838268, 1.59408E-005, 2.96423E-005
15, 1800.00000, 0.096565, 0.0598131, 1.09524E-005, 2.94757E-005
15, 2700.00000, 0.0720385, 0.0446273, 1.0496E-005, 1.86707E-005
16, 0.00000, 0.0705681, 0.0437108, 8.54097E-006, 2.29096E-005
16, 900.00000, 0.0655832, 0.0406212, 8.98979E-006, 2.39879E-005
16, 1800.00000, 0.0765584, 0.0474197, 1.1791E-005, 2.75065E-005
16, 2700.00000, 0.125211, 0.0775406, 1.13584E-005, 4.92188E-005
17, 0.00000, 0.146093, 0.0904745, 2.35242E-005, 5.79251E-005
17, 900.00000, 0.143698, 0.0890243, 4.31311E-005, 3.56018E-005
17, 1800.00000, 0.293641, 0.181937, 0.000131785, 3.88773E-005
17, 2700.00000, 0.40151, 0.24869, 0.000197166, 0.000101178
18, 0.00000, 0.329233, 0.203989, 0.000222292, 7.71822E-005
18, 900.00000, 0.237698, 0.147228, 0.000141695, 0.000116575
18, 1800.00000, 0.306263, 0.189648, 0.000146759, 0.000156433
18, 2700.00000, 0.290103, 0.179598, 0.000133296, 0.000188321
19, 0.00000, 0.421063, 0.260628, 0.000153266, 0.000241424
19, 900.00000, 0.339126, 0.209918, 0.000122324, 0.000212592
19, 1800.00000, 0.324334, 0.200767, 0.000117244, 0.000202045
19, 2700.00000, 0.341874, 0.211678, 0.000135246, 0.00015916
20, 0.00000, 0.303777, 0.188091, 0.000112283, 0.000149864
20, 900.00000, 0.324676, 0.201071, 0.000140859, 0.000122135
20, 1800.00000, 0.318284, 0.197105, 0.000126291, 0.000126051
20, 2700.00000, 0.285442, 0.176773, 0.00010097, 0.000107996
21, 0.00000, 0.21464, 0.132931, 7.60015E-005, 9.17327E-005
21, 900.00000, 0.261563, 0.161981, 7.95681E-005, 0.000101693
21, 1800.00000, 0.3599, 0.222872, 0.000100914, 0.00010563
21, 2700.00000, 0.269038, 0.166607, 7.29833E-005, 0.000100654
22, 0.00000, 0.214394, 0.132774, 5.53644E-005, 8.37174E-005
22, 900.00000, 0.197104, 0.122049, 4.31045E-005, 9.35342E-005
22, 1800.00000, 0.179988, 0.111462, 3.67995E-005, 7.4686E-005
22, 2700.00000, 0.182587, 0.113088, 4.08191E-005, 5.98467E-005
23, 0.00000, 0.113892, 0.0705437, 2.02988E-005, 3.91855E-005
23, 900.00000, 0.0889009, 0.0550646, 1.56683E-005, 3.22203E-005
23, 1800.00000, 0.0744509, 0.0461125, 1.17615E-005, 2.88949E-005
23, 2700.00000, 0.0826076, 0.0511683, 1.21937E-005, 2.7175E-005
24, 0.00000, 0.0656153, 0.0406485, 7.93301E-006, 1.60382E-005
