hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.06561, 0.0406453, 7.93074E-006, 1.60357E-005
0, 1800.00000, 0.0732239, 0.0453625, 7.82493E-006, 1.63251E-005
0, 2700.00000, 0.0641542, 0.039745, 6.46591E-006, 1.3344E-005
1, 0.00000, 0.07074, 0.0438256, 6.12013E-006, 1.31624E-005
1, 900.00000, 0.0692075, 0.0428778, 6.29575E-006, 1.15722E-005
1, 1800.00000, 0.0618872, 0.0383407, 4.59338E-006, 1.18694E-005
1, 2700.00000, 0.0752876, 0.0466462, 5.99217E-006, 1.02075E-005
2, 0.00000, 0.0655664, 0.0406216, 4.5692E-006, 1.06706E-005
2, 900.00000, 0.062742, 0.0388732, 4.97616E-006, 9.25671E-006
2, 1800.00000, 0.0699915, 0.0433666, 5.92043E-006, 8.38151E-006
2, 2700.00000, 0.0603301, 0.0373802, 4.91806E-006, 7.76271E-006
3, 0.00000, 0.0625989, 0.038784, 4.15469E-006, 9.27814E-006
3, 900.00000, 0.0678087, 0.0420131, 4.88373E-006, 8.77704E-006
3, 1800.00000, 0.0606079, 0.0375512, 4.43437E-006, 8.54852E-006
3, 2700.00000, 0.0728148, 0.0451158, 5.48332E-006, 8.17255E-006
4, 0.00000, 0.0801977, 0.0496914, 6.0124E-006, 7.38371E-006
4, 900.00000, 0.0780519, 0.0483586, 4.86918E-006, 1.00194E-005
4, 1800.00000, 0.071211, 0.0441199, 4.38645E-006, 9.68332E-006
4, 2700.00000, 0.0755427, 0.0468043, 4.74059E-006, 9.47264E-006
5, 0.00000, 0.0606042, 0.0375485, 5.74156E-006, 9.73753E-006
5, 900.00000, 0.0780172, 0.0483379, 1.05736E-005, 1.25599E-005
5, 1800.00000, 0.0625774, 0.0387664, 1.30423E-005, 1.89344E-005
5, 2700.00000, 0.0726953, 0.0450152, 1.7029E-005, 4.13763E-005
6, 0.00000, 0.0696702, 0.0431311, 2.61744E-006, 4.22653E-005
6, 900.00000, 0.07148, 0.0442402, 5.36459E-007, 5.30222E-005
6, 1800.00000, 0.0509457, 0.0315535, 4.18587E-006, 1.89011E-005
6, 2700.00000, 0.0591107, 0.0366196, 6.65654E-006, 1.38613E-005
7, 0.00000, 0.0650953, 0.040322, 4.9685E-006, 1.85535E-005
7, 900.00000, 0.0613067, 0.0379633, 3.32209E-006, 2.85176E-005
7, 1800.00000, 0.0786989, 0.0487277, 1.88341E-007, 3.85613E-005
7, 2700.00000, 0.0471248, 0.0291892, 2.70434E-006, 1.49096E-005
8, 0.00000, 0.0904689, 0.0560525, 1.11224E-005, 1.28557E-005
8, 900.00000, 0.0757659, 0.0469426, 1.00313E-005, 1.26599E-005
8, 1800.00000, 0.0573146, 0.035509, 5.97468E-006, 1.10617E-005
8, 2700.00000, 0.0577945, 0.0358043, 6.51174E-006, 1.34132E-005
9, 0.00000, 0.112096, 0.0694484, 1.53839E-005, 1.83519E-005
9, 900.00000, 0.0933587, 0.0578375, 1.00167E-005, 1.80288E-005
9, 1800.00000, 0.0851507, 0.0527468, 9.07523E-006, 2.25986E-005
9, 2700.00000, 0.15616, 0.0967568, 2.58486E-005, 1.23698E-005
10, 0.00000, 0.0864334, 0.053554, 1.26365E-005, 1.2498E-005
10, 900.00000, 0.172279, 0.106735, 2.12674E-005, 1.68519E-005
10, 1800.00000, 0.106824, 0.0661724, 1.01457E-005, 2.57435E-005
