hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.926, 89.9313, 0.029125, -57.681, 0.257404, 58.153, 0.259321, -120.701
0, 1800.00000, 125.967, 89.9292, 0.0264396, -57.0658, 0.287183, 58.1503, 0.288723, -120.912
0, 2700.00000, 126.065, 89.9394, 0.0247302, -57.2733, 0.251417, 58.1601, 0.252922, -120.84
1, 0.00000, 126.089, 89.9319, 0.0219768, -56.4454, 0.277175, 58.152, 0.278307, -121.037
1, 900.00000, 126.115, 89.9334, 0.0203865, -60.084, 0.271119, 58.1526, 0.272361, -121.103
1, 1800.00000, 126.162, 89.9389, 0.0220394, -52.595, 0.242348, 58.1596, 0.243311, -120.881
1, 2700.00000, 126.163, 89.9301, 0.0168536, -62.035, 0.294825, 58.1484, 0.295761, -121.298
2, 0.00000, 126.206, 89.9386, 0.018985, -54.7021, 0.256669, 58.1581, 0.257496, -121.075
2, 900.00000, 126.199, 89.9362, 0.0179531, -59.8032, 0.245628, 58.1549, 0.246688, -121.12
2, 1800.00000, 126.198, 89.9333, 0.0157156, -66.8663, 0.274015, 58.1508, 0.275111, -121.324
2, 2700.00000, 126.22, 89.9345, 0.0163251, -63.9296, 0.23615, 58.1524, 0.23728, -121.191
3, 0.00000, 126.245, 89.9393, 0.0174204, -55.6584, 0.244977, 58.1584, 0.245763, -121.11
3, 900.00000, 126.226, 89.9344, 0.0158869, -60.6947, 0.265408, 58.1525, 0.266259, -121.259
3, 1800.00000, 126.242, 89.9391, 0.0170383, -58.9592, 0.237194, 58.1577, 0.238145, -121.124
3, 2700.00000, 126.226, 89.9332, 0.014497, -65.5119, 0.285002, 58.1505, 0.285872, -121.376
4, 0.00000, 126.232, 89.9311, 0.0127383, -70.8622, 0.313888, 58.1476, 0.314674, -121.502
4, 900.00000, 126.256, 89.9407, 0.0153204, -57.5485, 0.305426, 58.159, 0.305967, -121.334
4, 1800.00000, 126.229, 89.9323, 0.0160185, -55.9735, 0.278716, 58.1509, 0.27931, -121.26
4, 2700.00000, 126.259, 89.9391, 0.0150509, -58.2154, 0.2956, 58.1573, 0.296175, -121.331
5, 0.00000, 126.154, 89.9383, 0.0199713, -62.0257, 0.237343, 58.1571, 0.238754, -121.026
5, 900.00000, 125.965, 89.928, 0.0224894, -71.6821, 0.305996, 58.1459, 0.308091, -121.223
5, 1800.00000, 125.63, 89.9332, 0.039024, -65.783, 0.246085, 58.1551, 0.249877, -120.374
5, 2700.00000, 125.173, 89.933, 0.0651684, -53.2004, 0.286882, 58.1654, 0.291132, -119.461
6, 0.00000, 125.486, 89.8941, 0.0649115, -34.2799, 0.274239, 58.1331, 0.274387, -119.174
6, 900.00000, 125.383, 89.8935, 0.0792478, -31.0923, 0.281574, 58.1391, 0.281088, -118.646
6, 1800.00000, 125.782, 89.9041, 0.0405705, -43.4094, 0.20009, 58.1322, 0.201351, -119.62
6, 2700.00000, 125.846, 89.8977, 0.027765, -57.0201, 0.232055, 58.1192, 0.23386, -120.662
7, 0.00000, 125.852, 89.8967, 0.0315483, -46.303, 0.255527, 58.1212, 0.256505, -120.526
7, 900.00000, 125.732, 89.9116, 0.0500658, -37.5133, 0.240865, 58.1443, 0.241436, -119.506
7, 1800.00000, 125.832, 89.9215, 0.0525273, -31.311, 0.308937, 58.1565, 0.308222, -119.904
7, 2700.00000, 125.984, 89.9149, 0.0344147, -41.2648, 0.184791, 58.1413, 0.185561, -119.776
8, 0.00000, 125.888, 89.8925, 0.0200857, -72.5552, 0.355048, 58.1101, 0.356745, -121.411
8, 900.00000, 125.885, 89.8968, 0.0227681, -69.9946, 0.297354, 58.1149, 0.299404, -121.211
8, 1800.00000, 125.978, 89.8987, 0.0234405, -59.8211, 0.224772, 58.1187, 0.226417, -120.845
8, 2700.00000, 125.955, 89.9124, 0.0275567, -57.2421, 0.226692, 58.1339, 0.228514, -120.63
9, 0.00000, 125.796, 89.8947, 0.0228264, -71.673, 0.440234, 58.1131, 0.442013, -121.442
9, 900.00000, 125.903, 89.9028, 0.0236295, -60.6679, 0.366335, 58.1228, 0.367674, -121.243
9, 1800.00000, 125.81, 89.8997, 0.0305621, -53.3546, 0.334366, 58.1227, 0.335777, -120.918
