hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.119999, 0.0742028, -4.41463E-005, 0.000138177
0, 1800.00000, 0.11477, 0.0709831, -3.90724E-005, 0.000121104
0, 2700.00000, 0.105142, 0.065038, -3.32367E-005, 0.000103332
1, 0.00000, 0.0999126, 0.0618143, -2.86038E-005, 8.8216E-005
1, 900.00000, 0.0940741, 0.0582044, -2.82384E-005, 8.02341E-005
1, 1800.00000, 0.0959772, 0.0593868, -2.31349E-005, 8.02197E-005
1, 2700.00000, 0.0856274, 0.0529892, -2.38968E-005, 6.32931E-005
2, 0.00000, 0.0880502, 0.0544895, -2.08606E-005, 6.6275E-005
2, 900.00000, 0.0840892, 0.0520369, -2.21611E-005, 6.31871E-005
2, 1800.00000, 0.0793999, 0.0491367, -2.30506E-005, 5.67266E-005
2, 2700.00000, 0.0780879, 0.0483259, -2.10945E-005, 5.56117E-005
3, 0.00000, 0.0820638, 0.0507896, -1.85915E-005, 5.75009E-005
3, 900.00000, 0.0796231, 0.049279, -1.99685E-005, 5.45249E-005
3, 1800.00000, 0.0801729, 0.0496178, -1.96306E-005, 5.67811E-005
3, 2700.00000, 0.0767935, 0.0475288, -2.05647E-005, 5.08494E-005
4, 0.00000, 0.0735265, 0.0455095, -2.03836E-005, 4.56319E-005
4, 900.00000, 0.0806409, 0.0499124, -1.88699E-005, 5.27255E-005
4, 1800.00000, 0.0814001, 0.0503817, -1.81753E-005, 5.39234E-005
4, 2700.00000, 0.0789425, 0.0488622, -1.83548E-005, 5.0907E-005
5, 0.00000, 0.0887673, 0.0549213, -2.68266E-005, 7.45691E-005
5, 900.00000, 0.101869, 0.0629997, -4.44401E-005, 0.000104461
5, 1800.00000, 0.147748, 0.09127, -8.87994E-005, 0.000240639
5, 2700.00000, 0.232081, 0.143192, -0.000145982, 0.000547928
6, 0.00000, 0.220789, 0.136455, -1.21495E-005, 0.000370593
6, 900.00000, 0.25499, 0.157559, 1.74073E-005, 0.000475095
6, 1800.00000, 0.14934, 0.0923428, -3.16462E-005, 0.000190623
6, 2700.00000, 0.117036, 0.0723821, -3.93716E-005, 0.000127602
7, 0.00000, 0.129186, 0.0799043, -2.97846E-005, 0.000138707
7, 900.00000, 0.175284, 0.10837, -2.15021E-005, 0.000244675
7, 1800.00000, 0.179793, 0.111199, 1.7772E-006, 0.000228146
7, 2700.00000, 0.124779, 0.0771931, -1.78464E-005, 0.000129055
8, 0.00000, 0.0943266, 0.0583495, -3.74754E-005, 8.64006E-005
8, 900.00000, 0.0953777, 0.0589918, -3.82584E-005, 9.41933E-005
