hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 126.377, 89.9014, 0.151857, -148.391, 7.5738E-006, 179.851, 6.5615E-006, -0.166274
0, 1800.00000, 126.396, 89.9005, 0.139839, -148.844, 7.57459E-006, 179.854, 6.56208E-006, -0.162012
0, 2700.00000, 126.46, 89.9131, 0.129792, -148.504, 7.57819E-006, 179.87, 6.56512E-006, -0.144686
1, 0.00000, 126.461, 89.907, 0.117893, -149.446, 7.57783E-006, 179.867, 6.56469E-006, -0.146007
1, 900.00000, 126.476, 89.909, 0.113775, -147.727, 7.57877E-006, 179.871, 6.56552E-006, -0.141218
1, 1800.00000, 126.506, 89.9161, 0.111688, -151.363, 7.58017E-006, 179.878, 6.56662E-006, -0.134992
1, 2700.00000, 126.497, 89.9075, 0.0995824, -147.373, 7.57967E-006, 179.875, 6.56619E-006, -0.136342
2, 0.00000, 126.529, 89.917, 0.100938, -150.38, 7.58136E-006, 179.883, 6.5676E-006, -0.128862
2, 900.00000, 126.52, 89.9146, 0.100793, -148.178, 7.58102E-006, 179.881, 6.56736E-006, -0.130175
2, 1800.00000, 126.518, 89.9115, 0.0961742, -145.394, 7.58097E-006, 179.88, 6.56733E-006, -0.129872
2, 2700.00000, 126.527, 89.9138, 0.0959307, -146.735, 7.58137E-006, 179.882, 6.56765E-006, -0.128121
3, 0.00000, 126.549, 89.919, 0.0942597, -150.103, 7.5824E-006, 179.887, 6.56846E-006, -0.123667
3, 900.00000, 126.533, 89.9136, 0.0924384, -148.066, 7.58154E-006, 179.883, 6.56774E-006, -0.127344
3, 1800.00000, 126.546, 89.9187, 0.0950927, -148.567, 7.58237E-006, 179.887, 6.56847E-006, -0.123692
3, 2700.00000, 126.533, 89.9122, 0.0895281, -146.146, 7.58162E-006, 179.883, 6.56783E-006, -0.126573
4, 0.00000, 126.536, 89.9101, 0.084372, -144.42, 7.58172E-006, 179.883, 6.5679E-006, -0.125756
4, 900.00000, 126.564, 89.9198, 0.0877952, -148.746, 7.58321E-006, 179.89, 6.56914E-006, -0.119385
4, 1800.00000, 126.531, 89.9119, 0.0899805, -150.372, 7.58123E-006, 179.881, 6.56741E-006, -0.128904
4, 2700.00000, 126.561, 89.9186, 0.0868272, -148.682, 7.58305E-006, 179.89, 6.569E-006, -0.120127
5, 0.00000, 126.501, 89.9149, 0.111731, -146.74, 7.58029E-006, 179.878, 6.56684E-006, -0.133873
5, 900.00000, 126.397, 89.8984, 0.136091, -142.52, 7.57518E-006, 179.856, 6.56274E-006, -0.158002
5, 1800.00000, 126.234, 89.8927, 0.211883, -143.85, 7.56761E-006, 179.826, 6.55682E-006, -0.196743
5, 2700.00000, 126.009, 89.8787, 0.304297, -149.828, 7.55562E-006, 179.775, 6.54686E-006, -0.259038
6, 0.00000, 126.084, 89.8578, 0.235834, -165.952, 7.55511E-006, 179.768, 6.54498E-006, -0.262069
6, 900.00000, 126.03, 89.8554, 0.266861, -169.51, 7.55142E-006, 179.752, 6.54167E-006, -0.282225
6, 1800.00000, 126.245, 89.8749, 0.174434, -158.39, 7.56509E-006, 179.811, 6.55373E-006, -0.209988
6, 2700.00000, 126.271, 89.8697, 0.147789, -150.71, 7.56709E-006, 179.819, 6.55559E-006, -0.197766
7, 0.00000, 126.274, 89.8696, 0.147852, -156.732, 7.56652E-006, 179.816, 6.55488E-006, -0.201456
7, 900.00000, 126.236, 89.8804, 0.192619, -162.656, 7.56423E-006, 179.808, 6.55289E-006, -0.215922
7, 1800.00000, 126.311, 89.8924, 0.180931, -168.339, 7.56762E-006, 179.823, 6.55551E-006, -0.200351
