hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 900.00000, 126.178, -30.2208, 126.679, -150.097, 126.274, 89.9088, 0.132373, -142.908, 7.71956, -61.9374, 6.4562, 178.13, 7.71073, 58.1046, 1.29846, 179.329
0, 1800.00000, 126.2, -30.2114, 126.66, -150.099, 126.292, 89.908, 0.121334, -143.05, 7.77515, -61.9315, 6.61259, 178.13, 7.7666, 58.1075, 1.19388, 179.309
0, 2700.00000, 126.288, -30.1912, 126.715, -150.086, 126.371, 89.9195, 0.113065, -142.943, 6.6809, -61.918, 5.6003, 178.139, 6.6743, 58.1179, 1.11153, 179.416
1, 0.00000, 126.279, -30.1866, 126.667, -150.093, 126.362, 89.9141, 0.101595, -143.253, 7.38905, -61.9147, 6.41388, 178.136, 7.38182, 58.1187, 1.00084, 179.328
1, 900.00000, 126.315, -30.1791, 126.683, -150.088, 126.38, 89.9159, 0.098447, -141.491, 7.10853, -61.9089, 6.14073, 178.139, 7.10231, 58.1215, 0.992161, 179.422
1, 1800.00000, 126.32, -30.1752, 126.695, -150.088, 126.414, 89.9227, 0.0959655, -145.367, 6.81833, -61.9077, 5.92844, 178.141, 6.81154, 58.1261, 0.915856, 179.3
1, 2700.00000, 126.345, -30.1673, 126.663, -150.088, 126.399, 89.9145, 0.0855819, -140.46, 7.24951, -61.9009, 6.38888, 178.14, 7.24378, 58.1253, 0.879967, 179.432
2, 0.00000, 126.362, -30.1636, 126.695, -150.085, 126.439, 89.9234, 0.0865864, -144.027, 6.64376, -61.8995, 5.82021, 178.143, 6.63792, 58.13, 0.846011, 179.363
2, 900.00000, 126.367, -30.1632, 126.694, -150.083, 126.428, 89.9212, 0.0867632, -141.667, 6.84564, -61.8979, 5.99383, 178.145, 6.84009, 58.1296, 0.87291, 179.435
2, 1800.00000, 126.388, -30.1588, 126.688, -150.081, 126.425, 89.9182, 0.0831443, -138.534, 6.85786, -61.8944, 6.00405, 178.145, 6.85319, 58.1292, 0.872322, 179.541
2, 2700.00000, 126.385, -30.158, 126.692, -150.081, 126.433, 89.9205, 0.0825693, -139.93, 6.96965, -61.8934, 6.1399, 178.146, 6.96459, 58.1315, 0.848532, 179.49
3, 0.00000, 126.39, -30.1554, 126.7, -150.082, 126.461, 89.9253, 0.0806791, -143.552, 6.54399, -61.8936, 5.77056, 178.146, 6.53862, 58.1338, 0.793861, 179.39
3, 900.00000, 126.385, -30.1564, 126.682, -150.083, 126.44, 89.9203, 0.0791981, -141.11, 6.89524, -61.8934, 6.10662, 178.144, 6.89001, 58.1316, 0.806852, 179.441
3, 1800.00000, 126.398, -30.1549, 126.707, -150.079, 126.458, 89.925, 0.0817396, -142.024, 6.52739, -61.8926, 5.72843, 178.147, 6.52233, 58.1337, 0.819156, 179.451
3, 2700.00000, 126.401, -30.1532, 126.681, -150.082, 126.441, 89.9189, 0.0769934, -138.97, 6.82497, -61.891, 6.03442, 178.145, 6.82038, 58.1315, 0.807335, 179.52
4, 0.00000, 126.417, -30.1489, 126.673, -150.081, 126.443, 89.9168, 0.0726721, -136.829, 6.8167, -61.888, 6.04646, 178.144, 6.8127, 58.1317, 0.784806, 179.584
