hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.105755, 0.0655838, -9.0404E-005, -9.88743E-005
0, 1800.00000, 0.101142, 0.0627202, -7.92204E-005, -8.72452E-005
0, 2700.00000, 0.0926542, 0.0574546, -6.76022E-005, -7.4281E-005
1, 0.00000, 0.0880423, 0.0545916, -5.7759E-005, -6.38817E-005
1, 900.00000, 0.0828935, 0.0514006, -5.15533E-005, -5.96779E-005
1, 1800.00000, 0.0845767, 0.0524387, -5.37605E-005, -5.59791E-005
1, 2700.00000, 0.0754452, 0.0467804, -4.0084E-005, -4.84978E-005
2, 0.00000, 0.0775861, 0.0481042, -4.37274E-005, -4.76561E-005
2, 900.00000, 0.0740926, 0.0459403, -4.0664E-005, -4.70018E-005
2, 1800.00000, 0.0699556, 0.0433774, -3.51805E-005, -4.45747E-005
2, 2700.00000, 0.0688017, 0.0426603, -3.5097E-005, -4.25164E-005
3, 0.00000, 0.0723089, 0.0448314, -3.77383E-005, -4.17303E-005
3, 900.00000, 0.0701547, 0.0434977, -3.47981E-005, -4.13266E-005
3, 1800.00000, 0.0706412, 0.0437989, -3.66806E-005, -4.20617E-005
3, 2700.00000, 0.0676584, 0.0419513, -3.16386E-005, -4.00102E-005
4, 0.00000, 0.0647768, 0.0401653, -2.76157E-005, -3.74306E-005
4, 900.00000, 0.0710515, 0.0440526, -3.39254E-005, -3.9815E-005
4, 1800.00000, 0.0717221, 0.0444673, -3.51587E-005, -3.98573E-005
4, 2700.00000, 0.0695544, 0.0431243, -3.26876E-005, -3.85225E-005
5, 0.00000, 0.0782167, 0.0485006, -4.7589E-005, -5.57337E-005
5, 900.00000, 0.0897578, 0.0556702, -6.36254E-005, -8.29217E-005
5, 1800.00000, 0.13022, 0.0807884, -0.000151582, -0.000179392
5, 2700.00000, 0.204674, 0.126984, -0.000368967, -0.000367172
6, 0.00000, 0.194764, 0.120714, -0.000288693, -0.000189429
6, 900.00000, 0.225018, 0.139433, -0.00038418, -0.000219016
6, 1800.00000, 0.131659, 0.0816249, -0.000137434, -0.000115405
6, 2700.00000, 0.103142, 0.0639601, -8.41656E-005, -9.0478E-005
7, 0.00000, 0.113867, 0.0705974, -9.73488E-005, -8.93904E-005
7, 900.00000, 0.154572, 0.0958148, -0.000184811, -0.000134633
7, 1800.00000, 0.158557, 0.0982628, -0.000182331, -0.000110866
7, 2700.00000, 0.109991, 0.0681837, -9.46985E-005, -7.56904E-005
8, 0.00000, 0.0831077, 0.0515424, -5.24079E-005, -6.92983E-005
8, 900.00000, 0.0840398, 0.0521205, -5.80679E-005, -7.32579E-005
8, 1800.00000, 0.0801319, 0.0496871, -5.38843E-005, -5.92511E-005
8, 2700.00000, 0.0897071, 0.0556262, -6.94066E-005, -7.34352E-005
9, 0.00000, 0.0926942, 0.0574927, -6.56833E-005, -8.69633E-005
9, 900.00000, 0.091183, 0.0565448, -6.39137E-005, -7.41742E-005
9, 1800.00000, 0.107351, 0.0665676, -9.17098E-005, -9.43672E-005
9, 2700.00000, 0.0913305, 0.0566613, -5.59075E-005, -9.48748E-005
10, 0.00000, 0.0818719, 0.050781, -5.49647E-005, -7.48648E-005
10, 900.00000, 0.0951472, 0.0590184, -5.44646E-005, -8.57202E-005
10, 1800.00000, 0.106262, 0.0658925, -8.37995E-005, -8.88002E-005
10, 2700.00000, 0.12131, 0.0752373, -0.000103617, -0.000120554
11, 0.00000, 0.145955, 0.0905533, -0.000173589, -0.000206069
11, 900.00000, 0.143401, 0.0889797, -0.000169396, -0.000212799
11, 1800.00000, 0.133138, 0.0825944, -0.000134876, -0.000165896
11, 2700.00000, 0.148636, 0.0921603, -0.000175927, -0.000153772
12, 0.00000, 0.127999, 0.0793767, -0.000124307, -0.000126309
12, 900.00000, 0.147947, 0.0917515, -0.000171265, -0.000169079
12, 1800.00000, 0.133375, 0.0826976, -0.000143142, -0.000127462
12, 2700.00000, 0.113504, 0.0703794, -0.000103565, -9.96946E-005
13, 0.00000, 0.10851, 0.0672889, -9.57964E-005, -0.00010006
13, 900.00000, 0.119778, 0.0742612, -0.000110642, -9.84663E-005
13, 1800.00000, 0.135249, 0.0838731, -0.000124044, -0.000130622
13, 2700.00000, 0.12329, 0.0764411, -0.000116429, -0.000104419
14, 0.00000, 0.12431, 0.0770831, -0.000111502, -0.000112455
14, 900.00000, 0.120064, 0.0744447, -0.000110625, -0.000103922
14, 1800.00000, 0.130402, 0.0808445, -0.000134723, -0.000112006
14, 2700.00000, 0.123509, 0.0765775, -0.000121819, -0.000108883
15, 0.00000, 0.116097, 0.0719895, -0.000104665, -0.000103586
15, 900.00000, 0.112664, 0.0698744, -9.08766E-005, -0.000107984
15, 1800.00000, 0.122066, 0.0756962, -0.000117817, -0.000119231
15, 2700.00000, 0.105818, 0.0656287, -9.67224E-005, -0.000108037
16, 0.00000, 0.119503, 0.0741043, -0.000120183, -0.000117615
16, 900.00000, 0.129801, 0.0804936, -0.000145821, -0.000140963
16, 1800.00000, 0.13444, 0.08338, -0.000155185, -0.000158048
16, 2700.00000, 0.149868, 0.0929284, -0.000168855, -0.000153186
17, 0.00000, 0.166483, 0.10327, -0.000215819, -0.000228192
17, 900.00000, 0.144881, 0.0899384, -0.000182029, -0.000261229
17, 1800.00000, 0.183365, 0.113952, -0.000257724, -0.000472301
17, 2700.00000, 0.255089, 0.158591, -0.000466595, -0.000790481
18, 0.00000, 0.253838, 0.157937, -0.000539727, -0.000956282
18, 900.00000, 0.280277, 0.174269, -0.000692243, -0.000998401
18, 1800.00000, 0.295095, 0.183401, -0.000688022, -0.000947082
18, 2700.00000, 0.321085, 0.19952, -0.000828334, -0.00104304
19, 0.00000, 0.333356, 0.20711, -0.000770089, -0.000994851
19, 900.00000, 0.320192, 0.198894, -0.000758175, -0.000924648
19, 1800.00000, 0.314686, 0.195467, -0.000740116, -0.000900516
19, 2700.00000, 0.285608, 0.177453, -0.000597157, -0.000818324
20, 0.00000, 0.27684, 0.171968, -0.000574048, -0.000752313
20, 900.00000, 0.262161, 0.162915, -0.000514354, -0.000760326
20, 1800.00000, 0.260239, 0.161688, -0.000500949, -0.000715903
20, 2700.00000, 0.239977, 0.149056, -0.000426414, -0.000596588
21, 0.00000, 0.229204, 0.142343, -0.000421489, -0.000554949
21, 900.00000, 0.22905, 0.142226, -0.000385577, -0.000513501
21, 1800.00000, 0.233142, 0.144784, -0.000346257, -0.00051147
21, 2700.00000, 0.223167, 0.138555, -0.000354097, -0.000467073
22, 0.00000, 0.208093, 0.129172, -0.000324835, -0.000408127
22, 900.00000, 0.218585, 0.135648, -0.000361027, -0.000405168
