hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 125.777, -30.1898, 125.597, 89.9581, 0.225768, 63.4052, 1.08819, -62.0806, 1.09162, 58.2158, 1.08503, 178.225
0, 1800.00000, 125.825, -30.1822, 125.663, 89.9538, 0.208418, 63.5374, 1.0006, -62.0656, 1.0035, 58.2079, 0.997909, 178.215
0, 2700.00000, 125.937, -30.1639, 125.783, 89.9623, 0.193813, 63.435, 0.932446, -62.0409, 0.934976, 58.2135, 0.930122, 178.221
1, 0.00000, 125.964, -30.1621, 125.833, 89.9526, 0.175429, 63.7059, 0.839214, -62.0303, 0.841225, 58.1998, 0.837297, 178.204
1, 900.00000, 126.017, -30.1558, 125.864, 89.9537, 0.172959, 63.5505, 0.833811, -62.0227, 0.835927, 58.2005, 0.832052, 178.215
1, 1800.00000, 126.017, -30.152, 125.925, 89.9581, 0.161452, 63.8382, 0.76627, -62.0138, 0.767796, 58.2021, 0.76453, 178.193
1, 2700.00000, 126.086, -30.1468, 125.941, 89.9481, 0.153832, 63.7032, 0.740861, -62.0051, 0.742583, 58.191, 0.739524, 178.209
2, 0.00000, 126.089, -30.1424, 125.988, 89.9562, 0.149054, 63.8411, 0.709476, -61.9985, 0.710865, 58.1976, 0.708066, 178.197
2, 900.00000, 126.109, -30.143, 125.978, 89.9541, 0.15242, 63.6666, 0.733789, -62.0004, 0.735402, 58.1965, 0.732409, 178.207
2, 1800.00000, 126.145, -30.1396, 125.98, 89.9509, 0.151438, 63.5113, 0.736039, -61.9966, 0.737848, 58.1934, 0.734828, 178.221
2, 2700.00000, 126.151, -30.1396, 126.007, 89.9518, 0.14742, 63.611, 0.714621, -61.9948, 0.716247, 58.1932, 0.713401, 178.212
3, 0.00000, 126.14, -30.136, 126.042, 89.9558, 0.139757, 63.8671, 0.666282, -61.9878, 0.667527, 58.1954, 0.665058, 178.197
3, 900.00000, 126.147, -30.1377, 126.022, 89.9509, 0.141286, 63.7776, 0.679107, -61.99, 0.680516, 58.191, 0.677952, 178.204
3, 1800.00000, 126.152, -30.1358, 126.034, 89.956, 0.143312, 63.7108, 0.688613, -61.9891, 0.690018, 58.1965, 0.687382, 178.205
3, 2700.00000, 126.172, -30.1349, 126.024, 89.9495, 0.140835, 63.6566, 0.681289, -61.987, 0.682817, 58.1897, 0.680231, 178.213
4, 0.00000, 126.2, -30.1313, 126.037, 89.9468, 0.136727, 63.6138, 0.6641, -61.9816, 0.665652, 58.1862, 0.66319, 178.219
4, 900.00000, 126.175, -30.1278, 126.06, 89.9565, 0.135342, 63.7759, 0.645306, -61.9775, 0.646569, 58.1952, 0.644252, 178.206
4, 1800.00000, 126.129, -30.1392, 126.033, 89.9481, 0.13437, 64.0651, 0.638452, -61.9882, 0.639603, 58.1865, 0.63734, 178.189
4, 2700.00000, 126.18, -30.1285, 126.066, 89.9548, 0.133607, 63.802, 0.63792, -61.9776, 0.63915, 58.1932, 0.636887, 178.204
5, 0.00000, 126.069, -30.1487, 125.907, 89.9583, 0.170778, 63.3938, 0.828392, -62.0137, 0.830523, 58.2045, 0.826722, 178.223
5, 900.00000, 125.929, -30.1728, 125.653, 89.9533, 0.21828, 63.0296, 1.07443, -62.0591, 1.07853, 58.2099, 1.0721, 178.265
5, 1800.00000, 125.524, -30.2291, 125.157, 89.9717, 0.328285, 62.8447, 1.61309, -62.1669, 1.62185, 58.252, 1.60724, 178.313
5, 2700.00000, 124.802, -30.3157, 124.526, 89.9856, 0.43887, 63.2215, 2.10087, -62.3049, 2.11263, 58.2885, 2.08785, 178.272
6, 0.00000, 124.789, -30.3182, 125.081, 89.927, 0.257094, 65.5769, 1.11582, -62.224, 1.11555, 58.1874, 1.10874, 177.97
6, 900.00000, 124.494, -30.3497, 124.954, 89.9285, 0.266639, 66.0769, 1.11777, -62.259, 1.11615, 58.1892, 1.10939, 177.893
6, 1800.00000, 125.412, -30.2471, 125.448, 89.9313, 0.219927, 64.6509, 1.01242, -62.1356, 1.01389, 58.1859, 1.00823, 178.098
6, 2700.00000, 125.669, -30.2223, 125.536, 89.9229, 0.211282, 64.0162, 1.01289, -62.1074, 1.0156, 58.1772, 1.00988, 178.168
7, 0.00000, 125.574, -30.2289, 125.561, 89.9204, 0.194242, 64.7156, 0.901117, -62.1054, 0.902623, 58.1698, 0.898116, 178.115
7, 900.00000, 125.231, -30.2593, 125.383, 89.9399, 0.225593, 65.0423, 1.00624, -62.1492, 1.00686, 58.1944, 1.00132, 178.054
7, 1800.00000, 125.256, -30.2416, 125.531, 89.946, 0.190072, 65.8853, 0.802879, -62.117, 0.802384, 58.1931, 0.798867, 178.007
7, 2700.00000, 125.656, -30.2099, 125.717, 89.9366, 0.1751, 64.889, 0.797941, -62.0788, 0.798629, 58.1827, 0.795127, 178.095
8, 0.00000, 125.846, -30.1999, 125.607, 89.9153, 0.1983, 63.3929, 0.974555, -62.0782, 0.977827, 58.1679, 0.972561, 178.212
8, 900.00000, 125.828, -30.2035, 125.589, 89.9208, 0.208352, 63.2488, 1.02621, -62.0864, 1.0298, 58.1751, 1.02394, 178.218
