hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 126.633, -150.095, 126.274, 89.9082, 0.128365, -130.217, 0.982757, 178.103, 0.00458604, 58.2292, 0.944712, -4.57992
0, 1800.00000, 126.615, -150.097, 126.292, 89.9075, 0.11778, -129.835, 0.940007, 178.102, 0.00511798, 58.2162, 0.904701, -4.53092
0, 2700.00000, 126.674, -150.084, 126.371, 89.919, 0.109738, -129.964, 0.860711, 178.116, 0.00448113, 58.2499, 0.827954, -4.54298
1, 0.00000, 126.627, -150.091, 126.361, 89.9137, 0.0986741, -129.534, 0.818147, 178.11, 0.00494205, 58.2338, 0.788247, -4.47263
1, 900.00000, 126.646, -150.086, 126.38, 89.9156, 0.0963704, -128.296, 0.770194, 178.115, 0.00483429, 58.2405, 0.741846, -4.60377
1, 1800.00000, 126.657, -150.086, 126.414, 89.9222, 0.0922098, -131.267, 0.785743, 178.117, 0.00432163, 58.2637, 0.756911, -4.3247
1, 2700.00000, 126.628, -150.086, 126.397, 89.9143, 0.0844205, -126.788, 0.701073, 178.115, 0.00525873, 58.2321, 0.676351, -4.6165
2, 0.00000, 126.66, -150.083, 126.438, 89.923, 0.0838722, -129.818, 0.720775, 178.12, 0.00457799, 58.259, 0.694895, -4.38858
2, 900.00000, 126.661, -150.081, 126.428, 89.9209, 0.0849041, -128.274, 0.688322, 178.121, 0.00438105, 58.2645, 0.66324, -4.56781
2, 1800.00000, 126.656, -150.079, 126.424, 89.918, 0.0825955, -125.64, 0.649918, 178.121, 0.00488768, 58.2473, 0.626631, -4.77572
2, 2700.00000, 126.661, -150.079, 126.432, 89.9203, 0.081406, -126.992, 0.639169, 178.123, 0.00421242, 58.2722, 0.615851, -4.69379
3, 0.00000, 126.668, -150.08, 126.46, 89.925, 0.0783494, -129.379, 0.671702, 178.123, 0.00437007, 58.2704, 0.647686, -4.41096
3, 900.00000, 126.65, -150.082, 126.438, 89.92, 0.0778741, -127.309, 0.651787, 178.121, 0.00473478, 58.2544, 0.628765, -4.56541
3, 1800.00000, 126.675, -150.078, 126.457, 89.9247, 0.0798869, -128.455, 0.656177, 178.125, 0.00423105, 58.2755, 0.63239, -4.53148
3, 2700.00000, 126.65, -150.08, 126.439, 89.9187, 0.0765155, -125.504, 0.628598, 178.122, 0.00508448, 58.2443, 0.606668, -4.70043
4, 0.00000, 126.643, -150.08, 126.44, 89.9167, 0.0730714, -123.444, 0.601863, 178.121, 0.00560023, 58.2316, 0.581479, -4.80945
4, 900.00000, 126.674, -150.078, 126.48, 89.9254, 0.0741385, -127.377, 0.659994, 178.125, 0.00544864, 58.2413, 0.637372, -4.46937
4, 1800.00000, 126.627, -150.087, 126.433, 89.9185, 0.0744577, -128.421, 0.666459, 178.117, 0.00497276, 58.2461, 0.6435, -4.39787
4, 2700.00000, 126.667, -150.079, 126.475, 89.9244, 0.073197, -127.291, 0.646118, 178.125, 0.00527364, 58.245, 0.623902, -4.48619
5, 0.00000, 126.681, -150.078, 126.411, 89.921, 0.0952393, -128.132, 0.726538, 178.122, 0.00423209, 58.2672, 0.699075, -4.69466
5, 900.00000, 126.651, -150.083, 126.297, 89.9054, 0.119334, -125.312, 0.834, 178.111, 0.005453, 58.2094, 0.802001, -5.0697
5, 1800.00000, 126.692, -150.088, 126.138, 89.8994, 0.184879, -128.425, 1.2097, 178.1, 0.00437743, 58.2118, 1.15912, -5.02086
5, 2700.00000, 126.617, -150.128, 125.901, 89.8853, 0.257314, -133.288, 1.90263, 178.06, 0.00509352, 58.1432, 1.82435, -4.50338
6, 0.00000, 126.237, -150.207, 125.896, 89.8688, 0.17143, -144.632, 1.81544, 178.007, 0.00488407, 58.1493, 1.75001, -3.4982
6, 900.00000, 126.162, -150.236, 125.831, 89.8664, 0.188091, -148.481, 2.09859, 177.985, 0.0050135, 58.1321, 2.0234, -3.31991
6, 1800.00000, 126.415, -150.148, 126.087, 89.8849, 0.134956, -137.736, 1.22552, 178.058, 0.00356577, 58.24, 1.17959, -3.92269
6, 2700.00000, 126.449, -150.128, 126.115, 89.8802, 0.120871, -130.629, 0.959855, 178.072, 0.00413684, 58.2195, 0.923645, -4.49061
7, 0.00000, 126.397, -150.144, 126.111, 89.8802, 0.115166, -134.898, 1.06006, 178.061, 0.00455626, 58.2021, 1.02175, -4.05278
7, 900.00000, 126.399, -150.162, 126.084, 89.8895, 0.14458, -141.719, 1.43896, 178.048, 0.00429158, 58.204, 1.38606, -3.6528
7, 1800.00000, 126.399, -150.167, 126.171, 89.9002, 0.12895, -146.489, 1.47596, 178.05, 0.00550625, 58.1815, 1.42423, -3.35102
7, 2700.00000, 126.477, -150.132, 126.223, 89.9001, 0.108673, -139.088, 1.02328, 178.077, 0.00329498, 58.2806, 0.98516, -3.8105
8, 0.00000, 126.457, -150.117, 126.143, 89.8754, 0.106852, -124.778, 0.773376, 178.079, 0.00633168, 58.1654, 0.744261, -5.10427
8, 900.00000, 126.485, -150.113, 126.146, 89.8795, 0.113827, -126.362, 0.781878, 178.083, 0.00530201, 58.1879, 0.750708, -5.12989
8, 1800.00000, 126.472, -150.118, 126.182, 89.8857, 0.101422, -130.23, 0.745549, 178.083, 0.00400931, 58.2376, 0.715514, -4.74197
8, 2700.00000, 126.54, -150.109, 126.216, 89.8956, 0.114257, -131.423, 0.83421, 178.092, 0.0040417, 58.2411, 0.799855, -4.68301
9, 0.00000, 126.469, -150.117, 126.116, 89.873, 0.120245, -124.778, 0.862523, 178.077, 0.00784681, 58.1378, 0.829486, -5.18006
9, 900.00000, 126.485, -150.117, 126.181, 89.8843, 0.10882, -128.355, 0.848316, 178.082, 0.00653185, 58.1674, 0.815934, -4.77279
9, 1800.00000, 126.447, -150.131, 126.114, 89.8799, 0.123332, -131.893, 0.999036, 178.069, 0.0059604, 58.1657, 0.960306, -4.49397
9, 2700.00000, 126.313, -150.138, 125.937, 89.8363, 0.124495, -118.1, 0.850937, 178.049, 0.0109466, 58.0806, 0.820972, -5.72799
10, 0.00000, 126.45, -150.117, 126.094, 89.8695, 0.116627, -124.323, 0.761949, 178.077, 0.00605101, 58.1623, 0.731434, -5.41486
10, 900.00000, 126.328, -150.139, 126.022, 89.8473, 0.109094, -119.333, 0.886356, 178.053, 0.0120691, 58.0878, 0.857158, -5.23377
10, 1800.00000, 126.432, -150.132, 126.128, 89.878, 0.115293, -130.742, 0.989028, 178.068, 0.0074771, 58.1432, 0.95235, -4.48337
10, 2700.00000, 126.391, -150.141, 126.039, 89.8632, 0.131953, -127.894, 1.12952, 178.055, 0.0103384, 58.0995, 1.08888, -4.66387
11, 0.00000, 126.375, -150.149, 125.831, 89.8448, 0.187811, -128.017, 1.35931, 178.039, 0.00888131, 58.0748, 1.30559, -4.96115
11, 900.00000, 126.365, -150.147, 125.789, 89.8377, 0.193811, -126.522, 1.33568, 178.037, 0.00883628, 58.0685, 1.28252, -5.15354
11, 1800.00000, 126.412, -150.138, 125.947, 89.8562, 0.163206, -126.745, 1.23955, 178.052, 0.00917993, 58.0923, 1.19302, -4.90221
11, 2700.00000, 126.382, -150.159, 125.994, 89.8737, 0.156127, -136.605, 1.38397, 178.045, 0.00536107, 58.1561, 1.33136, -4.06854
12, 0.00000, 126.455, -150.135, 126.093, 89.8801, 0.138688, -132.042, 1.19117, 178.064, 0.00703564, 58.142, 1.14694, -4.35979
12, 900.00000, 126.402, -150.151, 125.976, 89.8685, 0.162862, -133.019, 1.3774, 178.047, 0.00685241, 58.1239, 1.32539, -4.33258
12, 1800.00000, 126.48, -150.136, 126.119, 89.8906, 0.143173, -136.098, 1.2409, 178.067, 0.00465519, 58.1984, 1.19329, -4.09982
12, 2700.00000, 126.536, -150.118, 126.202, 89.8981, 0.126975, -133.836, 1.05555, 178.084, 0.00465148, 58.2141, 1.01485, -4.27746
13, 0.00000, 126.53, -150.116, 126.177, 89.8922, 0.128873, -131.555, 1.00916, 178.084, 0.0054575, 58.1874, 0.969489, -4.54087
13, 900.00000, 126.439, -150.139, 126.138, 89.8861, 0.122736, -135.921, 1.11471, 178.065, 0.00608549, 58.1662, 1.07275, -4.10397
13, 1800.00000, 126.382, -150.149, 126.054, 89.8671, 0.132602, -130.482, 1.25936, 178.05, 0.0113066, 58.0946, 1.2154, -4.36819
13, 2700.00000, 126.468, -150.135, 126.159, 89.89, 0.125947, -135.665, 1.14716, 178.069, 0.00672374, 58.158, 1.10402, -4.12329
14, 0.00000, 126.402, -150.144, 126.082, 89.8734, 0.127004, -132.017, 1.15728, 178.057, 0.00874478, 58.1199, 1.11534, -4.32957
14, 900.00000, 126.44, -150.138, 126.123, 89.8832, 0.125958, -134.34, 1.1174, 178.065, 0.0066013, 58.1544, 1.07536, -4.22242
14, 1800.00000, 126.441, -150.144, 126.122, 89.8884, 0.132972, -138.014, 1.21357, 178.062, 0.00554215, 58.1743, 1.16715, -3.9865
14, 2700.00000, 126.473, -150.135, 126.142, 89.8898, 0.131765, -135.952, 1.14915, 178.069, 0.00583001, 58.1718, 1.10468, -4.1591
15, 0.00000, 126.466, -150.131, 126.135, 89.8844, 0.127042, -132.894, 1.08027, 178.07, 0.00677865, 58.1538, 1.03908, -4.36927
15, 900.00000, 126.409, -150.135, 126.065, 89.8666, 0.126522, -127.393, 1.04884, 178.061, 0.00947641, 58.1113, 1.01066, -4.74028
15, 1800.00000, 126.465, -150.132, 126.097, 89.881, 0.137946, -132.341, 1.13586, 178.067, 0.00675996, 58.1473, 1.09204, -4.44384
15, 2700.00000, 126.518, -150.116, 126.113, 89.8837, 0.139493, -129.911, 0.984271, 178.08, 0.00504178, 58.1877, 0.943686, -4.85204
16, 0.00000, 126.479, -150.13, 126.095, 89.8841, 0.141642, -133.565, 1.11186, 178.07, 0.00493958, 58.1865, 1.06718, -4.43238
16, 900.00000, 126.462, -150.137, 126.032, 89.8789, 0.157421, -134.038, 1.20786, 178.063, 0.00459255, 58.186, 1.15839, -4.44414
16, 1800.00000, 126.433, -150.141, 125.969, 89.8692, 0.166454, -132.518, 1.25136, 178.055, 0.00536384, 58.1528, 1.20035, -4.57927
16, 2700.00000, 126.423, -150.15, 126.057, 89.8785, 0.150874, -135.26, 1.39501, 178.052, 0.00876798, 58.1131, 1.34321, -4.14633
17, 0.00000, 126.381, -150.157, 125.871, 89.8538, 0.189784, -131.054, 1.55036, 178.035, 0.0102438, 58.0687, 1.49111, -4.56892
17, 900.00000, 126.436, -150.128, 125.72, 89.8292, 0.227132, -123.212, 1.34888, 178.045, 0.0100856, 58.0464, 1.29274, -5.77851
17, 1800.00000, 126.264, -150.151, 125.283, 89.7535, 0.305542, -116.956, 1.71006, 177.995, 0.0206674, 57.9266, 1.64444, -6.48176
