hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.232941, 0.144085, -0.000570729, -7.47034E-005
0, 1800.00000, 0.214235, 0.132534, -0.000483925, -6.43153E-005
0, 2700.00000, 0.199786, 0.123611, -0.000419439, -5.50986E-005
1, 0.00000, 0.179812, 0.111272, -0.000341137, -4.6228E-005
1, 900.00000, 0.178721, 0.110599, -0.000334657, -4.46483E-005
1, 1800.00000, 0.164226, 0.10164, -0.000286151, -3.92711E-005
1, 2700.00000, 0.158851, 0.0983182, -0.000264287, -3.59083E-005
2, 0.00000, 0.152118, 0.0941568, -0.000244673, -3.3635E-005
2, 900.00000, 0.15736, 0.0973969, -0.000259325, -3.50655E-005
2, 1800.00000, 0.157886, 0.0977225, -0.000258924, -3.45007E-005
2, 2700.00000, 0.153293, 0.094884, -0.00024454, -3.29327E-005
3, 0.00000, 0.1429, 0.088458, -0.000215454, -2.97255E-005
3, 900.00000, 0.145659, 0.0901639, -0.00022234, -3.04494E-005
3, 1800.00000, 0.147708, 0.0914309, -0.000228693, -3.10654E-005
3, 2700.00000, 0.146155, 0.0904704, -0.000222624, -3.01336E-005
4, 0.00000, 0.142493, 0.0882067, -0.00021083, -2.8443E-005
4, 900.00000, 0.138432, 0.085695, -0.000202125, -2.76091E-005
4, 1800.00000, 0.136911, 0.0847545, -0.000198322, -2.79652E-005
4, 2700.00000, 0.136849, 0.0847163, -0.000197274, -2.70408E-005
5, 0.00000, 0.177625, 0.109923, -0.000328658, -4.31195E-005
5, 900.00000, 0.230245, 0.142424, -0.000547105, -6.89717E-005
5, 1800.00000, 0.345015, 0.213206, -0.00123817, -0.000151561
5, 2700.00000, 0.447336, 0.276175, -0.00214819, -0.00027161
6, 0.00000, 0.237078, 0.146629, -0.000652222, -0.000105172
6, 900.00000, 0.236966, 0.146557, -0.00067305, -0.000113099
6, 1800.00000, 0.216085, 0.133676, -0.000511976, -7.61858E-005
6, 2700.00000, 0.216599, 0.133996, -0.000496018, -6.97332E-005
7, 0.00000, 0.192526, 0.119128, -0.000402897, -6.05663E-005
7, 900.00000, 0.214474, 0.132681, -0.000518917, -7.97675E-005
7, 1800.00000, 0.171096, 0.105878, -0.000345313, -5.70825E-005
7, 2700.00000, 0.170545, 0.105542, -0.000320426, -4.87902E-005
8, 0.00000, 0.208655, 0.129091, -0.000450225, -5.95025E-005
8, 900.00000, 0.219721, 0.135927, -0.000498477, -6.47702E-005
