hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
0, 900.00000, 0.157835, 0.0976249, 0.221776, 0.137466, -0.000169348, 8.80311E-006
0, 1800.00000, 0.15096, 0.093385, 0.203989, 0.126444, -0.000144422, 8.99903E-006
0, 2700.00000, 0.138295, 0.0855622, 0.190253, 0.117926, -0.000124734, 7.38513E-006
1, 0.00000, 0.13142, 0.0813199, 0.171248, 0.10615, -0.000102673, 7.23354E-006
1, 900.00000, 0.123736, 0.076568, 0.170215, 0.105504, -9.9705E-005, 5.18728E-006
1, 1800.00000, 0.126251, 0.0781297, 0.156418, 0.0969591, -8.71969E-005, 7.80646E-006
1, 2700.00000, 0.112625, 0.0697037, 0.151307, 0.0937856, -7.91171E-005, 4.23729E-006
2, 0.00000, 0.115821, 0.0716835, 0.144899, 0.0898163, -7.43696E-005, 6.16466E-006
2, 900.00000, 0.110605, 0.0684539, 0.149889, 0.0929051, -7.7626E-005, 4.17125E-006
2, 1800.00000, 0.104431, 0.0646343, 0.150393, 0.0932142, -7.6699E-005, 2.36981E-006
2, 2700.00000, 0.102708, 0.0635698, 0.146023, 0.090506, -7.27856E-005, 2.49404E-006
3, 0.00000, 0.107945, 0.0668145, 0.136127, 0.0843776, -6.54547E-005, 5.09857E-006
3, 900.00000, 0.10473, 0.0648242, 0.138753, 0.0860035, -6.68412E-005, 3.83442E-006
3, 1800.00000, 0.105455, 0.0652717, 0.140704, 0.0872124, -6.86563E-005, 4.03911E-006
3, 2700.00000, 0.101005, 0.0625191, 0.139227, 0.0862951, -6.63566E-005, 2.84888E-006
4, 0.00000, 0.0967059, 0.0598605, 0.135743, 0.0841348, -6.25652E-005, 2.14052E-006
4, 900.00000, 0.106073, 0.0656584, 0.131873, 0.081741, -6.12336E-005, 5.14308E-006
4, 1800.00000, 0.107073, 0.0662771, 0.130422, 0.0808437, -6.0889E-005, 5.07169E-006
4, 2700.00000, 0.103838, 0.0642758, 0.130367, 0.0808072, -5.97306E-005, 4.70621E-006
5, 0.00000, 0.116755, 0.0722504, 0.169172, 0.104853, -9.72784E-005, 3.56973E-006
5, 900.00000, 0.133968, 0.082872, 0.219225, 0.135866, -0.000160017, -1.00288E-007
5, 1800.00000, 0.194285, 0.120076, 0.328284, 0.203446, -0.000361844, -6.61081E-008
5, 2700.00000, 0.305267, 0.188472, 0.425289, 0.263642, -0.000633252, 4.36136E-005
6, 0.00000, 0.290657, 0.179672, 0.225603, 0.139957, -0.000257885, 5.9286E-005
6, 900.00000, 0.335794, 0.207534, 0.225458, 0.139906, -0.000304866, 7.8555E-005
6, 1800.00000, 0.196496, 0.121527, 0.205714, 0.127552, -0.000167504, 2.36929E-005
6, 2700.00000, 0.153944, 0.0952255, 0.206235, 0.127841, -0.000150364, 7.25155E-006
7, 0.00000, 0.169962, 0.105142, 0.183321, 0.113659, -0.000130648, 1.58329E-005
7, 900.00000, 0.230694, 0.14266, 0.204154, 0.126611, -0.000185281, 3.70975E-005
7, 1800.00000, 0.236666, 0.146388, 0.162896, 0.101042, -0.000152102, 3.83534E-005
7, 2700.00000, 0.164176, 0.101578, 0.162412, 0.100698, -0.000108147, 1.71948E-005
8, 0.00000, 0.124051, 0.0767476, 0.198693, 0.123146, -0.00013283, -1.06087E-006
8, 900.00000, 0.125434, 0.0775984, 0.209225, 0.129668, -0.000147078, -2.27034E-006
8, 1800.00000, 0.119604, 0.074007, 0.17835, 0.110542, -0.000109576, 1.86648E-006
8, 2700.00000, 0.133889, 0.0828315, 0.198255, 0.122879, -0.000135035, 4.36966E-006
9, 0.00000, 0.13835, 0.0855774, 0.225171, 0.139552, -0.000169623, -9.44517E-008
9, 900.00000, 0.136101, 0.0842019, 0.195398, 0.121112, -0.000130988, 5.09824E-006
9, 1800.00000, 0.160223, 0.0991061, 0.210979, 0.130781, -0.000157275, 1.11132E-005
9, 2700.00000, 0.136323, 0.0843126, 0.246334, 0.152657, -0.000200141, -8.88686E-006
10, 0.00000, 0.122198, 0.0755929, 0.21983, 0.136233, -0.000161091, -6.27303E-006
10, 900.00000, 0.142034, 0.087862, 0.213022, 0.132034, -0.000152167, 2.24015E-006
10, 1800.00000, 0.158611, 0.098117, 0.199943, 0.123944, -0.000142451, 1.21119E-005
10, 2700.00000, 0.181064, 0.111974, 0.236415, 0.146553, -0.000195572, 1.48315E-005
11, 0.00000, 0.217777, 0.134574, 0.336055, 0.208289, -0.000385227, 8.50327E-006
11, 900.00000, 0.21396, 0.132204, 0.352449, 0.218433, -0.000420291, -6.13944E-007
11, 1800.00000, 0.198683, 0.122815, 0.294457, 0.182515, -0.000295879, 9.09989E-006
11, 2700.00000, 0.221813, 0.137138, 0.244683, 0.151715, -0.000229015, 3.0345E-005
12, 0.00000, 0.191034, 0.118135, 0.233455, 0.14473, -0.0001968, 1.91055E-005
12, 900.00000, 0.220783, 0.136484, 0.269754, 0.167242, -0.000264296, 2.57781E-005
12, 1800.00000, 0.199046, 0.123089, 0.226723, 0.140567, -0.000192715, 2.38704E-005
12, 2700.00000, 0.169401, 0.104781, 0.209133, 0.129646, -0.000157809, 1.49985E-005
13, 0.00000, 0.161944, 0.100165, 0.221123, 0.137065, -0.000170391, 1.07125E-005
13, 900.00000, 0.178772, 0.110581, 0.196676, 0.121935, -0.000147047, 1.99867E-005
13, 1800.00000, 0.201874, 0.124839, 0.228778, 0.141841, -0.000192933, 2.45615E-005
13, 2700.00000, 0.184015, 0.113819, 0.203014, 0.125865, -0.000155634, 2.18236E-005
14, 0.00000, 0.185541, 0.114754, 0.215255, 0.133451, -0.000170296, 1.98798E-005
14, 900.00000, 0.1792, 0.110839, 0.206908, 0.128274, -0.000158624, 1.89594E-005
14, 1800.00000, 0.19462, 0.12037, 0.205951, 0.127694, -0.000164981, 2.53446E-005
14, 2700.00000, 0.18433, 0.114007, 0.212045, 0.13146, -0.000167022, 2.11898E-005
15, 0.00000, 0.173275, 0.107173, 0.214027, 0.132679, -0.000164665, 1.62256E-005
15, 900.00000, 0.168159, 0.104003, 0.228446, 0.141606, -0.0001807, 1.09346E-005
15, 1800.00000, 0.182176, 0.112661, 0.233952, 0.145028, -0.000194293, 1.66268E-005
15, 2700.00000, 0.157916, 0.0976592, 0.246087, 0.152521, -0.000205967, 3.83297E-006
16, 0.00000, 0.178338, 0.110286, 0.236702, 0.146728, -0.00019808, 1.46079E-005
16, 900.00000, 0.193689, 0.119753, 0.261378, 0.162025, -0.000241145, 1.67925E-005
16, 1800.00000, 0.200604, 0.12401, 0.282051, 0.174834, -0.000277729, 1.50116E-005
16, 2700.00000, 0.22366, 0.138286, 0.24382, 0.151177, -0.000225184, 3.34133E-005
17, 0.00000, 0.248415, 0.153501, 0.325927, 0.202055, -0.000374633, 3.12164E-005
17, 900.00000, 0.216133, 0.133486, 0.429386, 0.266034, -0.000616621, -3.09008E-005
17, 1800.00000, 0.273491, 0.168693, 0.602305, 0.373056, -0.00121744, -9.34599E-005
17, 2700.00000, 0.380406, 0.234377, 0.714907, 0.442895, -0.00173111, -5.81286E-005
18, 0.00000, 0.378338, 0.23287, 0.869303, 0.538212, -0.00259895, -0.000228098
18, 900.00000, 0.4177, 0.257113, 0.825822, 0.511509, -0.00235038, -0.000115171
18, 1800.00000, 0.439922, 0.270918, 0.739688, 0.458385, -0.00188867, -5.51048E-006
18, 2700.00000, 0.478638, 0.294703, 0.749585, 0.464602, -0.0019609, 4.40188E-005
19, 0.00000, 0.497122, 0.306198, 0.68174, 0.422716, -0.00164415, 0.000109731
19, 900.00000, 0.477469, 0.294146, 0.664273, 0.411859, -0.00155877, 9.82931E-005
19, 1800.00000, 0.469245, 0.289102, 0.659247, 0.408729, -0.00153151, 9.17672E-005
19, 2700.00000, 0.425917, 0.262457, 0.659914, 0.40903, -0.00150124, 3.79298E-005
20, 0.00000, 0.41285, 0.254464, 0.628368, 0.389494, -0.00136283, 4.4405E-005
20, 900.00000, 0.390943, 0.240929, 0.670018, 0.415184, -0.00152796, -1.00198E-005
20, 1800.00000, 0.388104, 0.239227, 0.636158, 0.39425, -0.0013793, 1.15849E-005
20, 2700.00000, 0.357928, 0.220737, 0.576944, 0.357568, -0.00113168, 1.56378E-005
21, 0.00000, 0.341825, 0.210832, 0.565874, 0.350684, -0.00108845, 7.82977E-006
21, 900.00000, 0.341661, 0.21079, 0.521319, 0.323131, -0.000927703, 2.95938E-005
21, 1800.00000, 0.347848, 0.214631, 0.506004, 0.313667, -0.00087217, 4.14148E-005
21, 2700.00000, 0.332936, 0.20546, 0.486676, 0.301682, -0.000810569, 3.83009E-005
22, 0.00000, 0.310436, 0.191624, 0.458563, 0.284245, -0.000719178, 3.18449E-005
22, 900.00000, 0.326088, 0.201304, 0.433967, 0.269049, -0.000659928, 5.44927E-005
22, 1800.00000, 0.293642, 0.181337, 0.397208, 0.246246, -0.0005495, 4.07509E-005
22, 2700.00000, 0.26492, 0.163623, 0.394955, 0.244807, -0.000529947, 2.13474E-005
23, 0.00000, 0.230176, 0.142238, 0.327096, 0.202756, -0.000368034, 2.0235E-005
23, 900.00000, 0.223938, 0.138393, 0.320554, 0.198697, -0.000353468, 1.93614E-005
23, 1800.00000, 0.224283, 0.138621, 0.301937, 0.187172, -0.000319375, 2.36212E-005
23, 2700.00000, 0.202945, 0.125462, 0.279352, 0.173162, -0.000270294, 1.79806E-005
24, 0.00000, 0.157832, 0.0976229, 0.2218, 0.137481, -0.000169393, 8.80358E-006
