hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, -1.86393E-007, -1.34332E-006, 4.32471E-008, -1.56439E-006, 1.43382E-007, -1.46517E-006, -2.35791E-010, -1.30259E-010
0, 1800.00000, -1.86283E-007, -1.34374E-006, 4.32113E-008, -1.56411E-006, 1.43288E-007, -1.46549E-006, -2.16454E-010, -1.18866E-010
0, 2700.00000, -1.86416E-007, -1.34558E-006, 4.32607E-008, -1.56562E-006, 1.43357E-007, -1.46725E-006, -2.01634E-010, -1.11162E-010
1, 0.00000, -1.86214E-007, -1.34536E-006, 4.31926E-008, -1.56462E-006, 1.43204E-007, -1.46693E-006, -1.81699E-010, -9.8897E-011
1, 900.00000, -1.86272E-007, -1.34608E-006, 4.32617E-008, -1.5651E-006, 1.43183E-007, -1.46738E-006, -1.73067E-010, -1.01207E-010
1, 1800.00000, -1.8625E-007, -1.34625E-006, 4.3149E-008, -1.56539E-006, 1.43276E-007, -1.46806E-006, -1.75039E-010, -8.7025E-011
1, 2700.00000, -1.8616E-007, -1.34667E-006, 4.32516E-008, -1.56482E-006, 1.43057E-007, -1.46771E-006, -1.48864E-010, -9.06798E-011
2, 0.00000, -1.86227E-007, -1.34708E-006, 4.31847E-008, -1.56558E-006, 1.43198E-007, -1.46859E-006, -1.56083E-010, -8.21984E-011
2, 900.00000, -1.8625E-007, -1.34715E-006, 4.32507E-008, -1.56557E-006, 1.43152E-007, -1.46839E-006, -1.52864E-010, -8.87329E-011
2, 1800.00000, -1.86245E-007, -1.34752E-006, 4.33237E-008, -1.56552E-006, 1.43064E-007, -1.46834E-006, -1.41615E-010, -9.29159E-011
2, 2700.00000, -1.86241E-007, -1.34749E-006, 4.32889E-008, -1.56559E-006, 1.43094E-007, -1.46849E-006, -1.42853E-010, -8.88148E-011
3, 0.00000, -1.86222E-007, -1.34765E-006, 4.31989E-008, -1.56581E-006, 1.43168E-007, -1.46905E-006, -1.44821E-010, -7.77944E-011
3, 900.00000, -1.86182E-007, -1.34749E-006, 4.32422E-008, -1.5654E-006, 1.43078E-007, -1.46859E-006, -1.38752E-010, -8.23534E-011
3, 1800.00000, -1.86262E-007, -1.34779E-006, 4.32468E-008, -1.56597E-006, 1.4316E-007, -1.46903E-006, -1.44569E-010, -8.27008E-011
3, 2700.00000, -1.86189E-007, -1.34779E-006, 4.32911E-008, -1.56544E-006, 1.4303E-007, -1.46863E-006, -1.31807E-010, -8.50439E-011
4, 0.00000, -1.8616E-007, -1.34808E-006, 4.33228E-008, -1.56534E-006, 1.42958E-007, -1.46866E-006, -1.21324E-010, -8.48667E-011
4, 900.00000, -1.86231E-007, -1.34837E-006, 4.32378E-008, -1.56609E-006, 1.43127E-007, -1.46951E-006, -1.33514E-010, -7.64052E-011
4, 1800.00000, -1.86083E-007, -1.34712E-006, 4.31652E-008, -1.56489E-006, 1.43055E-007, -1.4684E-006, -1.36557E-010, -7.44388E-011
4, 2700.00000, -1.86207E-007, -1.34828E-006, 4.32351E-008, -1.56593E-006, 1.43104E-007, -1.46939E-006, -1.31458E-010, -7.58579E-011
5, 0.00000, -1.86374E-007, -1.34692E-006, 4.33167E-008, -1.56592E-006, 1.43227E-007, -1.46812E-006, -1.69399E-010, -1.02157E-010
5, 900.00000, -1.86459E-007, -1.34513E-006, 4.34851E-008, -1.56498E-006, 1.43174E-007, -1.46579E-006, -1.99445E-010, -1.4037E-010
5, 1800.00000, -1.86931E-007, -1.34111E-006, 4.35919E-008, -1.56518E-006, 1.43662E-007, -1.46262E-006, -3.22652E-010, -2.06541E-010
5, 2700.00000, -1.86976E-007, -1.33314E-006, 4.31709E-008, -1.56256E-006, 1.44295E-007, -1.45743E-006, -4.90153E-010, -2.42131E-010
6, 0.00000, -1.85115E-007, -1.32877E-006, 4.18258E-008, -1.55424E-006, 1.43681E-007, -1.45595E-006, -3.91356E-010, -7.48544E-011
6, 900.00000, -1.84853E-007, -1.32514E-006, 4.13709E-008, -1.55228E-006, 1.43929E-007, -1.45427E-006, -4.46474E-010, -5.31259E-011
6, 1800.00000, -1.85646E-007, -1.33665E-006, 4.26055E-008, -1.55888E-006, 1.43321E-007, -1.46055E-006, -2.80889E-010, -9.80842E-011
6, 2700.00000, -1.85786E-007, -1.33948E-006, 4.30248E-008, -1.55989E-006, 1.42986E-007, -1.46138E-006, -2.24691E-010, -1.1935E-010
7, 0.00000, -1.85534E-007, -1.33817E-006, 4.27303E-008, -1.5587E-006, 1.43036E-007, -1.46107E-006, -2.32199E-010, -9.26789E-011
7, 900.00000, -1.85565E-007, -1.33507E-006, 4.23136E-008, -1.55845E-006, 1.4357E-007, -1.46036E-006, -3.18237E-010, -8.12265E-011
7, 1800.00000, -1.85417E-007, -1.33599E-006, 4.20678E-008, -1.55878E-006, 1.43653E-007, -1.46208E-006, -3.03019E-010, -4.32696E-011
7, 2700.00000, -1.85693E-007, -1.33998E-006, 4.26542E-008, -1.56068E-006, 1.4327E-007, -1.46349E-006, -2.30906E-010, -7.28503E-011
8, 0.00000, -1.85805E-007, -1.34168E-006, 4.32832E-008, -1.56034E-006, 1.42699E-007, -1.4621E-006, -1.77026E-010, -1.25878E-010
8, 900.00000, -1.85921E-007, -1.3416E-006, 4.33015E-008, -1.56088E-006, 1.42813E-007, -1.46221E-006, -1.92412E-010, -1.31662E-010
8, 1800.00000, -1.85766E-007, -1.34153E-006, 4.31005E-008, -1.56061E-006, 1.4285E-007, -1.46282E-006, -1.84368E-010, -1.04604E-010
8, 2700.00000, -1.86032E-007, -1.34207E-006, 4.3145E-008, -1.56215E-006, 1.43098E-007, -1.46369E-006, -2.11182E-010, -1.14453E-010
9, 0.00000, -1.85932E-007, -1.34133E-006, 4.33574E-008, -1.56058E-006, 1.42773E-007, -1.46164E-006, -1.98304E-010, -1.42257E-010
9, 900.00000, -1.85867E-007, -1.34181E-006, 4.317E-008, -1.56103E-006, 1.42891E-007, -1.46291E-006, -1.93465E-010, -1.15453E-010
9, 1800.00000, -1.85787E-007, -1.33939E-006, 4.29968E-008, -1.55988E-006, 1.43023E-007, -1.46137E-006, -2.32771E-010, -1.17051E-010
9, 2700.00000, -1.85559E-007, -1.33883E-006, 4.35035E-008, -1.5569E-006, 1.42233E-007, -1.45771E-006, -1.77376E-010, -1.68396E-010
10, 0.00000, -1.85858E-007, -1.34099E-006, 4.33791E-008, -1.56002E-006, 1.42668E-007, -1.4611E-006, -1.88352E-010, -1.42817E-010
10, 900.00000, -1.85483E-007, -1.33995E-006, 4.33196E-008, -1.55753E-006, 1.42328E-007, -1.45947E-006, -1.64529E-010, -1.37922E-010
10, 1800.00000, -1.85711E-007, -1.33992E-006, 4.29962E-008, -1.55971E-006, 1.4293E-007, -1.46166E-006, -2.15717E-010, -1.10477E-010
10, 2700.00000, -1.85717E-007, -1.33852E-006, 4.30967E-008, -1.5587E-006, 1.42856E-007, -1.45983E-006, -2.35918E-010, -1.36651E-010
11, 0.00000, -1.85999E-007, -1.33425E-006, 4.32886E-008, -1.55755E-006, 1.43038E-007, -1.45557E-006, -3.28023E-010, -2.05603E-010
11, 900.00000, -1.86034E-007, -1.33394E-006, 4.3417E-008, -1.55723E-006, 1.42945E-007, -1.45472E-006, -3.2785E-010, -2.22816E-010
11, 1800.00000, -1.85981E-007, -1.33697E-006, 4.32916E-008, -1.5588E-006, 1.42972E-007, -1.45804E-006, -2.81704E-010, -1.81141E-010
11, 2700.00000, -1.85671E-007, -1.33465E-006, 4.26263E-008, -1.55791E-006, 1.43363E-007, -1.4586E-006, -3.18485E-010, -1.20688E-010
12, 0.00000, -1.85883E-007, -1.3385E-006, 4.29552E-008, -1.56003E-006, 1.43193E-007, -1.46097E-006, -2.65271E-010, -1.27491E-010
12, 900.00000, -1.85834E-007, -1.33535E-006, 4.28655E-008, -1.55844E-006, 1.43284E-007, -1.4584E-006, -3.14954E-010, -1.46127E-010
12, 1800.00000, -1.85915E-007, -1.33789E-006, 4.27747E-008, -1.56044E-006, 1.4343E-007, -1.46143E-006, -2.89597E-010, -1.14248E-010
12, 2700.00000, -1.8604E-007, -1.34072E-006, 4.29684E-008, -1.56199E-006, 1.4332E-007, -1.46335E-006, -2.47993E-010, -1.11984E-010
13, 0.00000, -1.86074E-007, -1.3409E-006, 4.31048E-008, -1.56186E-006, 1.43211E-007, -1.46288E-006, -2.41208E-010, -1.25178E-010
13, 900.00000, -1.85697E-007, -1.33873E-006, 4.27593E-008, -1.55972E-006, 1.43187E-007, -1.46175E-006, -2.48755E-010, -9.63765E-011
13, 1800.00000, -1.85653E-007, -1.33798E-006, 4.29121E-008, -1.55857E-006, 1.42993E-007, -1.46008E-006, -2.51097E-010, -1.22081E-010
13, 2700.00000, -1.85805E-007, -1.33926E-006, 4.27948E-008, -1.56044E-006, 1.43265E-007, -1.46229E-006, -2.54434E-010, -9.97694E-011
14, 0.00000, -1.85664E-007, -1.33836E-006, 4.28866E-008, -1.55895E-006, 1.43023E-007, -1.46064E-006, -2.44376E-010, -1.13857E-010
14, 900.00000, -1.85742E-007, -1.33878E-006, 4.28376E-008, -1.55976E-006, 1.43154E-007, -1.46149E-006, -2.49272E-010, -1.0603E-010
14, 1800.00000, -1.85721E-007, -1.33768E-006, 4.26513E-008, -1.55962E-006, 1.43346E-007, -1.46137E-006, -2.76487E-010, -9.57916E-011
14, 2700.00000, -1.85847E-007, -1.33882E-006, 4.28066E-008, -1.56043E-006, 1.43306E-007, -1.46192E-006, -2.65383E-010, -1.05733E-010
15, 0.00000, -1.85849E-007, -1.33952E-006, 4.29503E-008, -1.56038E-006, 1.43144E-007, -1.46184E-006, -2.44864E-010, -1.14554E-010
15, 900.00000, -1.85751E-007, -1.33931E-006, 4.31426E-008, -1.55916E-006, 1.42832E-007, -1.46042E-006, -2.2328E-010, -1.34345E-010
15, 1800.00000, -1.85911E-007, -1.33877E-006, 4.29915E-008, -1.56021E-006, 1.43183E-007, -1.46108E-006, -2.62648E-010, -1.28281E-010
15, 2700.00000, -1.86125E-007, -1.34009E-006, 4.3239E-008, -1.56137E-006, 1.43137E-007, -1.46158E-006, -2.50744E-010, -1.47092E-010
16, 0.00000, -1.85957E-007, -1.33846E-006, 4.29748E-008, -1.56039E-006, 1.43255E-007, -1.46102E-006, -2.72534E-010, -1.29401E-010
16, 900.00000, -1.85981E-007, -1.33681E-006, 4.29516E-008, -1.55976E-006, 1.43333E-007, -1.45966E-006, -3.03764E-010, -1.42992E-010
16, 1800.00000, -1.85969E-007, -1.33582E-006, 4.3022E-008, -1.55899E-006, 1.43261E-007, -1.45835E-006, -3.13547E-010, -1.59605E-010
16, 2700.00000, -1.858E-007, -1.33663E-006, 4.27349E-008, -1.55921E-006, 1.43369E-007, -1.4601E-006, -3.03731E-010, -1.20271E-010
