hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
0, 900.00000, 0.000246031, 0.000151014, 0.000246902, 0.000151021, 1.22653E-006, -1.76942E-007
0, 1800.00000, 0.000274624, 0.000168734, 0.00027549, 0.000168745, 1.05461E-006, -1.83528E-007
0, 2700.00000, 0.000240525, 0.000147601, 0.000241453, 0.000147611, 9.04156E-007, -1.48642E-007
1, 0.00000, 0.000265262, 0.00016293, 0.000266186, 0.000162942, 7.57759E-007, -1.5052E-007
1, 900.00000, 0.000259501, 0.000159364, 0.000260437, 0.000159368, 7.18326E-007, -1.42963E-007
1, 1800.00000, 0.000231986, 0.000142304, 0.000232958, 0.00014232, 6.61417E-007, -1.23182E-007
1, 2700.00000, 0.00028233, 0.000173513, 0.000283274, 0.000173515, 5.69496E-007, -1.385E-007
2, 0.00000, 0.000245801, 0.000150868, 0.000246779, 0.00015088, 5.55353E-007, -1.19602E-007
2, 900.00000, 0.000235192, 0.000144298, 0.000236176, 0.000144302, 5.64612E-007, -1.14988E-007
2, 1800.00000, 0.000262427, 0.000161182, 0.000263396, 0.000161178, 5.38304E-007, -1.24598E-007
2, 2700.00000, 0.000226123, 0.000138679, 0.000227124, 0.000138681, 5.20683E-007, -1.05916E-007
3, 0.00000, 0.000234643, 0.000143954, 0.000235644, 0.000143964, 4.87877E-007, -1.06991E-007
3, 900.00000, 0.000254221, 0.000156091, 0.000255205, 0.000156094, 4.86011E-007, -1.15366E-007
3, 1800.00000, 0.000227165, 0.000139322, 0.000228168, 0.000139328, 5.01953E-007, -1.04791E-007
3, 2700.00000, 0.000273027, 0.000167749, 0.000274, 0.000167747, 4.71183E-007, -1.21484E-007
4, 0.00000, 0.000300759, 0.00018494, 0.000301722, 0.000184932, 4.36767E-007, -1.28172E-007
4, 900.00000, 0.000292698, 0.000179936, 0.000293663, 0.00017994, 4.43958E-007, -1.27063E-007
4, 1800.00000, 0.000267001, 0.000164007, 0.00026798, 0.000164016, 4.5501E-007, -1.17778E-007
