hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
4, 2700.00000, 0.000283269, 0.000174093, 0.000284244, 0.000174097, 4.34017E-007, -1.21595E-007
5, 0.00000, 0.00022718, 0.000139334, 0.000228144, 0.000139331, 6.89773E-007, -1.22354E-007
5, 900.00000, 0.000292657, 0.000179929, 0.000293489, 0.0001799, 1.06414E-006, -1.93928E-007
5, 1800.00000, 0.000234702, 0.000144009, 0.000235471, 0.000143994, 2.39701E-006, -2.33341E-007
5, 2700.00000, 0.000272856, 0.000167628, 0.000273361, 0.000167655, 4.64046E-006, -3.79644E-007
6, 0.00000, 0.000261367, 0.000160438, 0.000262087, 0.000160575, 2.45551E-006, -2.60809E-007
6, 900.00000, 0.000268202, 0.000164643, 0.000268862, 0.000164824, 3.00197E-006, -2.91024E-007
6, 1800.00000, 0.000190927, 0.000116841, 0.000191846, 0.000116891, 1.46481E-006, -1.49392E-007
6, 2700.00000, 0.000221597, 0.000135867, 0.000222509, 0.000135888, 1.15754E-006, -1.55283E-007
7, 0.00000, 0.000244084, 0.000149786, 0.000244975, 0.000149832, 1.10049E-006, -1.67134E-007
7, 900.00000, 0.000229895, 0.000140968, 0.000230729, 0.000141045, 1.69639E-006, -1.92628E-007
7, 1800.00000, 0.000295219, 0.000181419, 0.000296019, 0.000181553, 1.40304E-006, -2.23475E-007
7, 2700.00000, 0.000176532, 0.000107922, 0.000177522, 0.000107968, 9.71142E-007, -1.12407E-007
8, 0.00000, 0.000339429, 0.000208914, 0.000340239, 0.000208895, 9.17519E-007, -2.10069E-007
8, 900.00000, 0.000284183, 0.000174672, 0.00028504, 0.000174661, 1.01116E-006, -1.84821E-007
8, 1800.00000, 0.000214818, 0.000131669, 0.000215783, 0.000131685, 8.21074E-007, -1.26829E-007
8, 2700.00000, 0.000216645, 0.000132801, 0.000217577, 0.000132811, 9.99289E-007, -1.40886E-007
9, 0.00000, 0.000420726, 0.000259307, 0.000421394, 0.000259267, 1.14286E-006, -2.89203E-007
9, 900.00000, 0.000350275, 0.000215623, 0.000351077, 0.000215629, 9.43466E-007, -2.21503E-007
9, 1800.00000, 0.000319478, 0.000196523, 0.000320252, 0.000196542, 1.19896E-006, -2.28775E-007
9, 2700.00000, 0.000586313, 0.00036198, 0.000586752, 0.000361857, 1.29145E-006, -4.17615E-007
10, 0.00000, 0.000324262, 0.000199521, 0.000325074, 0.000199502, 1.06816E-006, -2.15444E-007
10, 900.00000, 0.000646806, 0.000399447, 0.00064726, 0.000399365, 1.03229E-006, -4.15841E-007
10, 1800.00000, 0.000400894, 0.00024698, 0.000401601, 0.000247004, 1.0737E-006, -2.72256E-007
10, 2700.00000, 0.000554196, 0.000342003, 0.000554614, 0.000341986, 1.40574E-006, -4.28242E-007
11, 0.00000, 0.000475512, 0.000293258, 0.000475808, 0.000293226, 2.66284E-006, -5.02938E-007
11, 900.00000, 0.000472977, 0.000291703, 0.000473249, 0.000291644, 2.82407E-006, -5.12902E-007
11, 1800.00000, 0.000491827, 0.00030337, 0.000492231, 0.000303354, 2.05187E-006, -4.56154E-007
11, 2700.00000, 0.000287123, 0.000176446, 0.000287857, 0.000176516, 1.91372E-006, -2.58907E-007
12, 0.00000, 0.000377178, 0.000232275, 0.000377837, 0.000232313, 1.5044E-006, -3.02895E-007
12, 900.00000, 0.000367111, 0.000226029, 0.000367673, 0.000226063, 2.05012E-006, -3.43778E-007
12, 1800.00000, 0.000249468, 0.00015312, 0.000250302, 0.000153175, 1.5857E-006, -2.04557E-007
12, 2700.00000, 0.000249396, 0.000153086, 0.000250267, 0.00015312, 1.24125E-006, -1.81247E-007
13, 0.00000, 0.000292642, 0.000179896, 0.000293446, 0.000179911, 1.26887E-006, -2.14945E-007
13, 900.00000, 0.00032624, 0.000200693, 0.000327013, 0.000200748, 1.20468E-006, -2.34798E-007
13, 1800.00000, 0.000606211, 0.000374212, 0.000606547, 0.000374234, 1.43171E-006, -4.76812E-007
13, 2700.00000, 0.000360571, 0.000221968, 0.000361298, 0.000222028, 1.25238E-006, -2.64918E-007
14, 0.00000, 0.000468827, 0.000289067, 0.000469389, 0.000289103, 1.30192E-006, -3.51694E-007
14, 900.00000, 0.000353903, 0.000217842, 0.000354631, 0.000217889, 1.2607E-006, -2.60724E-007
14, 1800.00000, 0.000297064, 0.000182606, 0.000297843, 0.000182669, 1.39602E-006, -2.29296E-007
14, 2700.00000, 0.000312563, 0.00019222, 0.000313328, 0.000192269, 1.35224E-006, -2.37909E-007
15, 0.00000, 0.000363462, 0.000223775, 0.000364175, 0.000223807, 1.26659E-006, -2.68041E-007
15, 900.00000, 0.000508022, 0.000313391, 0.000508543, 0.000313377, 1.28994E-006, -3.7534E-007
15, 1800.00000, 0.000362395, 0.000223117, 0.00036307, 0.000223143, 1.47276E-006, -2.87672E-007
15, 2700.00000, 0.000270211, 0.000166004, 0.00027102, 0.000166007, 1.45981E-006, -2.1186E-007
16, 0.00000, 0.00026469, 0.000162566, 0.000265496, 0.000162595, 1.52893E-006, -2.13359E-007
16, 900.00000, 0.000245984, 0.000150973, 0.000246774, 0.000151, 1.8644E-006, -2.18468E-007
16, 1800.00000, 0.000287255, 0.000176555, 0.000287955, 0.000176575, 2.08254E-006, -2.69834E-007
16, 2700.00000, 0.000470069, 0.000289814, 0.00047054, 0.000289894, 1.77658E-006, -4.12075E-007
17, 0.00000, 0.000548727, 0.000338598, 0.000548831, 0.000338587, 2.7384E-006, -5.93338E-007
17, 900.00000, 0.000539815, 0.000333202, 0.000539791, 0.000333003, 3.76956E-006, -6.63942E-007
17, 1800.00000, 0.00110372, 0.000683089, 0.00110175, 0.000682261, 7.07824E-006, -1.78552E-006
17, 2700.00000, 0.00150963, 0.00093488, 0.0015055, 0.000933655, 1.05598E-005, -3.0166E-006
18, 0.00000, 0.00123844, 0.000766903, 0.00123447, 0.000765548, 1.4728E-005, -2.9085E-006
18, 900.00000, 0.000894096, 0.000553034, 0.000891542, 0.000552442, 1.41418E-005, -2.12666E-006
18, 1800.00000, 0.00115177, 0.000712684, 0.00114852, 0.00071216, 1.2096E-005, -2.55627E-006
18, 2700.00000, 0.00109122, 0.000675052, 0.00108792, 0.000674623, 1.29608E-005, -2.53182E-006
19, 0.00000, 0.00158322, 0.000980014, 0.00157852, 0.000979538, 1.11416E-005, -3.4016E-006
19, 900.00000, 0.00127521, 0.000789016, 0.00127169, 0.000788712, 1.06523E-005, -2.69472E-006
19, 1800.00000, 0.00121961, 0.000754551, 0.00121632, 0.000754246, 1.04496E-005, -2.55226E-006
19, 2700.00000, 0.00128542, 0.000795513, 0.00128212, 0.000794951, 9.8113E-006, -2.56764E-006
20, 0.00000, 0.00114208, 0.000706577, 0.00113945, 0.000706197, 8.99509E-006, -2.19554E-006
20, 900.00000, 0.0012208, 0.000755555, 0.00121776, 0.000754819, 9.61442E-006, -2.38491E-006
20, 1800.00000, 0.00119657, 0.000740463, 0.00119384, 0.000739903, 8.81346E-006, -2.24816E-006
20, 2700.00000, 0.00107297, 0.000663777, 0.00107093, 0.000663334, 7.28849E-006, -1.839E-006
21, 0.00000, 0.000806765, 0.000498696, 0.000805561, 0.000498433, 7.00601E-006, -1.36499E-006
21, 900.00000, 0.000983043, 0.000607949, 0.000981528, 0.000607673, 6.10711E-006, -1.55284E-006
21, 1800.00000, 0.0013525, 0.000837062, 0.00135013, 0.000836533, 5.73256E-006, -2.03556E-006
21, 2700.00000, 0.00101104, 0.000625286, 0.00100961, 0.000625028, 5.38893E-006, -1.50111E-006
22, 0.00000, 0.000805592, 0.000497898, 0.0008048, 0.00049775, 4.81724E-006, -1.13716E-006
22, 900.00000, 0.000740606, 0.000457547, 0.000739981, 0.000457506, 4.63026E-006, -1.03587E-006
22, 1800.00000, 0.000676161, 0.000417611, 0.000675856, 0.000417579, 3.84397E-006, -8.60788E-007
22, 2700.00000, 0.000685905, 0.000423699, 0.000685639, 0.000423583, 3.54556E-006, -8.29968E-007
23, 0.00000, 0.00042758, 0.00026354, 0.000428005, 0.000263544, 2.58385E-006, -4.45903E-007
23, 900.00000, 0.000333664, 0.000205328, 0.000334246, 0.000205331, 2.50662E-006, -3.4257E-007
23, 1800.00000, 0.000279334, 0.000171645, 0.000280027, 0.000171669, 2.36848E-006, -2.7918E-007
23, 2700.00000, 0.00030996, 0.000190632, 0.000310657, 0.000190647, 1.95393E-006, -2.8147E-007
24, 0.00000, 0.00024603, 0.000151014, 0.000246917, 0.00015103, 1.22697E-006, -1.76977E-007
