hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 900.00000, 126.178, -30.2208, 126.679, -150.097, 126.274, 89.9088, 0.132373, -142.908, 1.07482E-005, 67.6789, 1.2354E-005, -61.6808, 1.16585E-005, 174.32, 2.035E-006, 8.17453
0, 1800.00000, 126.2, -30.2114, 126.66, -150.099, 126.292, 89.908, 0.121334, -143.05, 1.07495E-005, 67.6812, 1.23536E-005, -61.6816, 1.16593E-005, 174.324, 2.03524E-006, 8.17652
0, 2700.00000, 126.288, -30.1912, 126.715, -150.086, 126.371, 89.9195, 0.113065, -142.943, 1.07566E-005, 67.6963, 1.23602E-005, -61.6691, 1.1666E-005, 174.339, 2.0364E-006, 8.18936
1, 0.00000, 126.279, -30.1866, 126.667, -150.093, 126.362, 89.9141, 0.101595, -143.253, 1.07554E-005, 67.6938, 1.2357E-005, -61.6746, 1.16642E-005, 174.339, 2.03622E-006, 8.18785
1, 900.00000, 126.315, -30.1791, 126.683, -150.088, 126.38, 89.9159, 0.098447, -141.491, 1.07581E-005, 67.6995, 1.23591E-005, -61.671, 1.1666E-005, 174.343, 2.0365E-006, 8.19037
1, 1800.00000, 126.32, -30.1752, 126.695, -150.088, 126.414, 89.9227, 0.0959655, -145.367, 1.0759E-005, 67.7015, 1.23603E-005, -61.6672, 1.16683E-005, 174.348, 2.03697E-006, 8.19743
1, 2700.00000, 126.345, -30.1673, 126.663, -150.088, 126.399, 89.9145, 0.0855819, -140.46, 1.076E-005, 67.7032, 1.2359E-005, -61.6715, 1.16668E-005, 174.348, 2.03674E-006, 8.19258
2, 0.00000, 126.362, -30.1636, 126.695, -150.085, 126.439, 89.9234, 0.0865864, -144.027, 1.07619E-005, 67.7074, 1.23618E-005, -61.665, 1.16701E-005, 174.354, 2.03733E-006, 8.20046
2, 900.00000, 126.367, -30.1632, 126.694, -150.083, 126.428, 89.9212, 0.0867632, -141.667, 1.0762E-005, 67.7083, 1.23618E-005, -61.6652, 1.16695E-005, 174.353, 2.03716E-006, 8.19891
2, 1800.00000, 126.388, -30.1588, 126.688, -150.081, 126.425, 89.9182, 0.0831443, -138.534, 1.07631E-005, 67.7104, 1.23619E-005, -61.6661, 1.16693E-005, 174.353, 2.03713E-006, 8.19684
2, 2700.00000, 126.385, -30.158, 126.692, -150.081, 126.433, 89.9205, 0.0825693, -139.93, 1.07631E-005, 67.7112, 1.23622E-005, -61.6644, 1.16698E-005, 174.355, 2.03722E-006, 8.19984
3, 0.00000, 126.39, -30.1554, 126.7, -150.082, 126.461, 89.9253, 0.0806791, -143.552, 1.0764E-005, 67.7121, 1.23631E-005, -61.6622, 1.16717E-005, 174.359, 2.03762E-006, 8.20413
3, 900.00000, 126.385, -30.1564, 126.682, -150.083, 126.44, 89.9203, 0.0791981, -141.11, 1.07631E-005, 67.7103, 1.23616E-005, -61.6657, 1.16699E-005, 174.356, 2.03731E-006, 8.19996
3, 1800.00000, 126.398, -30.1549, 126.707, -150.079, 126.458, 89.925, 0.0817396, -142.024, 1.07644E-005, 67.7134, 1.23637E-005, -61.6614, 1.16718E-005, 174.359, 2.03759E-006, 8.20377
3, 2700.00000, 126.401, -30.1532, 126.681, -150.082, 126.441, 89.9189, 0.0769934, -138.97, 1.07641E-005, 67.7121, 1.2362E-005, -61.6657, 1.16701E-005, 174.356, 2.03734E-006, 8.19903
4, 0.00000, 126.417, -30.1489, 126.673, -150.081, 126.443, 89.9168, 0.0726721, -136.829, 1.0765E-005, 67.7135, 1.2362E-005, -61.6666, 1.16701E-005, 174.357, 2.03737E-006, 8.19791
4, 900.00000, 126.426, -30.1478, 126.707, -150.08, 126.482, 89.9256, 0.0754823, -142.015, 1.07665E-005, 67.7159, 1.23647E-005, -61.6611, 1.16734E-005, 174.363, 2.03796E-006, 8.2044
4, 1800.00000, 126.366, -30.1577, 126.66, -150.089, 126.434, 89.9188, 0.0763434, -143.205, 1.07617E-005, 67.707, 1.23598E-005, -61.6687, 1.16689E-005, 174.355, 2.03722E-006, 8.19924
4, 2700.00000, 126.422, -30.1478, 126.7, -150.08, 126.477, 89.9247, 0.074477, -141.809, 1.07661E-005, 67.7155, 1.23641E-005, -61.6618, 1.16729E-005, 174.362, 2.03787E-006, 8.20415
5, 0.00000, 126.356, -30.1711, 126.715, -150.08, 126.412, 89.9213, 0.0971142, -140.712, 1.07613E-005, 67.7069, 1.23625E-005, -61.6644, 1.16689E-005, 174.349, 2.03696E-006, 8.19602
5, 900.00000, 126.274, -30.2003, 126.691, -150.085, 126.298, 89.9056, 0.119824, -136.687, 1.07543E-005, 67.6916, 1.23575E-005, -61.6771, 1.1661E-005, 174.327, 2.03539E-006, 8.17465
5, 1800.00000, 126.073, -30.272, 126.748, -150.09, 126.136, 89.8999, 0.188422, -139.225, 1.07403E-005, 67.6631, 1.23536E-005, -61.6855, 1.16514E-005, 174.29, 2.03318E-006, 8.15045
5, 2700.00000, 125.67, -30.3826, 126.703, -150.132, 125.896, 89.8868, 0.269333, -145.597, 1.07121E-005, 67.6012, 1.23372E-005, -61.715, 1.16331E-005, 174.233, 2.02982E-006, 8.11394
