hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.704, -30.1872, 0.140868, -34.4775, 1.59096, -61.9706, 1.59096, 118.029
0, 1800.00000, 125.753, -30.1794, 0.131914, -35.0961, 1.52099, -61.9627, 1.52099, 118.037
0, 2700.00000, 125.873, -30.1614, 0.121616, -34.9141, 1.392, -61.9455, 1.392, 118.054
1, 0.00000, 125.9, -30.1593, 0.112801, -35.5451, 1.32241, -61.9429, 1.32241, 118.057
1, 900.00000, 125.959, -30.1533, 0.10498, -36.4116, 1.24446, -61.9365, 1.24446, 118.063
1, 1800.00000, 125.954, -30.1492, 0.110612, -34.336, 1.26981, -61.9339, 1.26981, 118.066
1, 2700.00000, 126.033, -30.1442, 0.0919533, -37.9734, 1.13197, -61.927, 1.13197, 118.073
2, 0.00000, 126.031, -30.1397, 0.098684, -35.5592, 1.16412, -61.9238, 1.16412, 118.076
2, 900.00000, 126.057, -30.1407, 0.0934377, -36.409, 1.11145, -61.9244, 1.11145, 118.076
2, 1800.00000, 126.098, -30.1374, 0.0846717, -38.7863, 1.04902, -61.92, 1.04902, 118.08
2, 2700.00000, 126.104, -30.1377, 0.08561, -37.2949, 1.03166, -61.9212, 1.03166, 118.079
3, 0.00000, 126.087, -30.1334, 0.0913578, -35.8652, 1.08444, -61.9177, 1.08444, 118.082
3, 900.00000, 126.097, -30.1353, 0.0861231, -37.4829, 1.05203, -61.9186, 1.05203, 118.081
3, 1800.00000, 126.102, -30.1335, 0.0889704, -36.354, 1.05928, -61.9175, 1.05928, 118.082
3, 2700.00000, 126.124, -30.1325, 0.0807284, -39.1659, 1.01437, -61.9151, 1.01437, 118.085
4, 0.00000, 126.155, -30.1289, 0.0743039, -41.3731, 0.970913, -61.9107, 0.970913, 118.089
4, 900.00000, 126.121, -30.1249, 0.0854956, -38.1726, 1.06528, -61.9078, 1.06528, 118.092
4, 1800.00000, 126.075, -30.1363, 0.0880844, -36.9339, 1.07574, -61.9197, 1.07574, 118.08
4, 2700.00000, 126.128, -30.1258, 0.0838027, -38.1608, 1.04279, -61.9089, 1.04279, 118.091
