hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 126.004, -30.2069, 126.114, 89.9208, 0.0999456, -140.905, 1.24385, -61.9526, 1.24236, 58.1084, 1.25389, 178.608
0, 1800.00000, 126.026, -30.1974, 126.133, 89.9199, 0.090875, -140.602, 1.14398, -61.9468, 1.14266, 58.11, 1.15309, 178.611
0, 2700.00000, 126.137, -30.179, 126.231, 89.9299, 0.0851746, -140.864, 1.06607, -61.9308, 1.06496, 58.1213, 1.07483, 178.63
1, 0.00000, 126.117, -30.1734, 126.213, 89.9252, 0.0752327, -140.13, 0.959831, -61.9292, 0.958849, 58.1195, 0.967429, 178.628
1, 900.00000, 126.159, -30.1664, 126.237, 89.9266, 0.072723, -137.838, 0.953763, -61.9229, 0.952885, 58.1226, 0.960713, 178.647
1, 1800.00000, 126.17, -30.163, 126.277, 89.9328, 0.0715601, -143.048, 0.876376, -61.9209, 0.875466, 58.1267, 0.884216, 178.623
1, 2700.00000, 126.189, -30.1545, 126.255, 89.9252, 0.0621172, -135.29, 0.84772, -61.915, 0.847014, 58.1247, 0.853256, 178.66
2, 0.00000, 126.217, -30.1518, 126.306, 89.9332, 0.0638371, -140.81, 0.811604, -61.9124, 0.810857, 58.1301, 0.818281, 178.641
2, 900.00000, 126.218, -30.151, 126.291, 89.9314, 0.0635867, -137.461, 0.83956, -61.9112, 0.838844, 58.1296, 0.845647, 178.66
2, 1800.00000, 126.238, -30.1467, 126.288, 89.9284, 0.0604341, -132.863, 0.842279, -61.9077, 0.841669, 58.1292, 0.847311, 178.682
2, 2700.00000, 126.234, -30.1456, 126.294, 89.9308, 0.0600276, -134.594, 0.817817, -61.907, 0.81719, 58.131, 0.823117, 178.678
3, 0.00000, 126.248, -30.1438, 126.33, 89.935, 0.059087, -139.784, 0.762318, -61.9062, 0.761662, 58.1334, 0.768375, 178.652
3, 900.00000, 126.236, -30.1442, 126.303, 89.9304, 0.057367, -135.94, 0.777129, -61.9068, 0.776508, 58.1307, 0.782396, 178.666
3, 1800.00000, 126.255, -30.1433, 126.327, 89.9347, 0.0598329, -137.833, 0.787909, -61.9051, 0.787266, 58.1337, 0.793738, 178.664
