hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.676604, 0.418292, 0.676991, 0.419475, 0.675758, 0.419229, 2.78621E-006, 1.85808E-006
0, 1800.00000, 0.692773, 0.428355, 0.693118, 0.429453, 0.691978, 0.429224, 2.29986E-006, 1.60107E-006
0, 2700.00000, 0.582935, 0.360513, 0.583208, 0.361374, 0.582311, 0.361199, 2.01449E-006, 1.16723E-006
1, 0.00000, 0.672051, 0.415671, 0.672323, 0.416557, 0.671407, 0.416368, 1.56014E-006, 1.08834E-006
1, 900.00000, 0.643587, 0.398086, 0.64381, 0.398916, 0.642962, 0.398709, 1.46402E-006, 9.72494E-007
1, 1800.00000, 0.62025, 0.383687, 0.620526, 0.38445, 0.619719, 0.384321, 1.39636E-006, 9.01758E-007
1, 2700.00000, 0.669891, 0.414425, 0.670057, 0.415171, 0.669306, 0.414959, 1.05884E-006, 7.6325E-007
2, 0.00000, 0.609115, 0.376849, 0.609336, 0.377529, 0.608627, 0.37739, 1.11152E-006, 7.14159E-007
2, 900.00000, 0.627565, 0.388249, 0.627754, 0.38896, 0.627028, 0.388778, 1.10891E-006, 7.38678E-007
2, 1800.00000, 0.628595, 0.388898, 0.628726, 0.389589, 0.628045, 0.389369, 1.00986E-006, 6.70658E-007
2, 2700.00000, 0.643158, 0.397911, 0.643314, 0.39861, 0.642619, 0.398405, 9.90383E-007, 6.84115E-007
3, 0.00000, 0.603165, 0.3732, 0.603357, 0.373827, 0.602709, 0.373691, 9.5123E-007, 6.14457E-007
3, 900.00000, 0.639039, 0.395387, 0.639198, 0.396046, 0.638532, 0.395864, 8.97589E-007, 6.23578E-007
3, 1800.00000, 0.597901, 0.369934, 0.598076, 0.370571, 0.597425, 0.370413, 9.80292E-007, 6.23373E-007
3, 2700.00000, 0.632184, 0.391156, 0.632305, 0.391795, 0.631675, 0.391592, 8.46416E-007, 5.77051E-007
4, 0.00000, 0.633621, 0.392066, 0.633703, 0.392674, 0.63312, 0.392453, 7.44122E-007, 5.08616E-007
4, 900.00000, 0.546543, 0.338203, 0.546693, 0.338741, 0.546146, 0.338608, 8.33072E-007, 4.71735E-007
4, 1800.00000, 0.672691, 0.416223, 0.672879, 0.416883, 0.672202, 0.416723, 8.11681E-007, 6.1069E-007
4, 2700.00000, 0.569001, 0.352098, 0.569142, 0.352646, 0.568583, 0.352506, 8.00992E-007, 4.84577E-007
5, 0.00000, 0.590288, 0.365138, 0.590501, 0.365905, 0.589719, 0.3657, 1.43421E-006, 8.57E-007
5, 900.00000, 0.628976, 0.38891, 0.629183, 0.389943, 0.628167, 0.389597, 2.25059E-006, 1.36584E-006
5, 1800.00000, 0.573066, 0.353991, 0.573471, 0.355466, 0.571979, 0.35509, 5.95709E-006, 3.13033E-006
5, 2700.00000, 0.643297, 0.396925, 0.644266, 0.39922, 0.64178, 0.398928, 1.25952E-005, 7.37932E-006
6, 0.00000, 1.39358, 0.860675, 1.39585, 0.863667, 1.39206, 0.864197, 6.3598E-006, 9.5992E-006
6, 900.00000, 1.49557, 0.923434, 1.4987, 0.926911, 1.49413, 0.927924, 8.51246E-006, 1.3341E-005
6, 1800.00000, 1.15005, 0.710705, 1.15107, 0.712721, 1.14877, 0.712644, 3.2397E-006, 4.21552E-006
6, 2700.00000, 1.11078, 0.686577, 1.11126, 0.68833, 1.10942, 0.687915, 2.19678E-006, 2.89974E-006
7, 0.00000, 1.16493, 0.720097, 1.16568, 0.721841, 1.16377, 0.721653, 2.09921E-006, 2.95749E-006
7, 900.00000, 1.07807, 0.666197, 1.07944, 0.668229, 1.07701, 0.668399, 4.14815E-006, 4.81539E-006
7, 1800.00000, 0.965512, 0.596884, 0.966804, 0.5984, 0.964823, 0.598809, 3.69447E-006, 3.8708E-006
7, 2700.00000, 0.976273, 0.603649, 0.976971, 0.604976, 0.975394, 0.604967, 2.07141E-006, 2.41086E-006
8, 0.00000, 1.00454, 0.621086, 1.00467, 0.622485, 1.00332, 0.621924, 1.5372E-006, 1.82698E-006
8, 900.00000, 0.986656, 0.609963, 0.986879, 0.611465, 0.985436, 0.610926, 1.86745E-006, 2.05477E-006
8, 1800.00000, 1.04752, 0.647691, 1.04783, 0.649083, 1.04644, 0.648697, 1.45786E-006, 1.86123E-006
8, 2700.00000, 0.876235, 0.54175, 0.876631, 0.543089, 0.875248, 0.542776, 2.06296E-006, 1.96186E-006
9, 0.00000, 0.914906, 0.565585, 0.915098, 0.567052, 0.913688, 0.566499, 2.11494E-006, 2.02264E-006
9, 900.00000, 0.905272, 0.559739, 0.905567, 0.561041, 0.904274, 0.560676, 1.76688E-006, 1.73864E-006
9, 1800.00000, 0.999828, 0.618026, 1.00039, 0.619675, 0.998666, 0.619343, 2.40435E-006, 2.61139E-006
9, 2700.00000, 1.19461, 0.738301, 1.19445, 0.740225, 1.19277, 0.739157, 1.98467E-006, 2.65938E-006
