hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 126.141, -30.2181, 0.127869, -138.296, 1.11856, -61.947, 1.11094, 119.327
0, 1800.00000, 126.164, -30.2088, 0.117206, -138.303, 1.06968, -61.9425, 1.06262, 119.279
0, 2700.00000, 126.256, -30.1888, 0.109242, -138.263, 0.979281, -61.9262, 0.972722, 119.317
1, 0.00000, 126.248, -30.1843, 0.0981128, -138.372, 0.930663, -61.9268, 0.924711, 119.248
1, 900.00000, 126.286, -30.1769, 0.0954674, -136.766, 0.876027, -61.9203, 0.869773, 119.286
1, 1800.00000, 126.29, -30.1731, 0.092191, -140.377, 0.893737, -61.9187, 0.888742, 119.239
1, 2700.00000, 126.319, -30.1654, 0.0832373, -135.622, 0.797204, -61.9141, 0.791368, 119.236
2, 0.00000, 126.335, -30.1616, 0.0834796, -139.016, 0.819663, -61.9108, 0.814734, 119.226
2, 900.00000, 126.341, -30.1613, 0.0840996, -136.88, 0.782739, -61.9099, 0.777245, 119.28
2, 1800.00000, 126.363, -30.157, 0.0811956, -133.929, 0.738968, -61.9066, 0.732891, 119.294
2, 2700.00000, 126.361, -30.1562, 0.0803411, -135.277, 0.72677, -61.9064, 0.721128, 119.31
3, 0.00000, 126.365, -30.1535, 0.0778735, -138.551, 0.763768, -61.9053, 0.75905, 119.231
3, 900.00000, 126.36, -30.1545, 0.0769029, -136.225, 0.741077, -61.9064, 0.735836, 119.239
3, 1800.00000, 126.373, -30.1531, 0.0791719, -137.19, 0.746114, -61.9041, 0.741009, 119.273
3, 2700.00000, 126.377, -30.1514, 0.0751547, -134.211, 0.71465, -61.9038, 0.709038, 119.246
4, 0.00000, 126.394, -30.1471, 0.0713207, -132.14, 0.684167, -61.901, 0.67834, 119.226
4, 900.00000, 126.401, -30.1459, 0.0732189, -136.936, 0.750324, -61.8995, 0.745427, 119.181
4, 1800.00000, 126.341, -30.1558, 0.0737839, -138.047, 0.757739, -61.9093, 0.753076, 119.174
4, 2700.00000, 126.398, -30.1459, 0.0722696, -136.759, 0.734551, -61.8998, 0.729685, 119.189
5, 0.00000, 126.329, -30.1691, 0.0943161, -136.159, 0.826317, -61.9131, 0.820023, 119.348
5, 900.00000, 126.242, -30.198, 0.117372, -132.531, 0.948815, -61.9307, 0.939706, 119.412
5, 1800.00000, 126.028, -30.2687, 0.183373, -135.159, 1.3781, -61.9714, 1.36566, 119.494
5, 2700.00000, 125.598, -30.3774, 0.258489, -141.078, 2.17149, -62.0476, 2.15864, 119.292
6, 0.00000, 125.376, -30.3604, 0.180672, -155.718, 2.07045, -62.0738, 2.06958, 118.917
6, 900.00000, 125.177, -30.3984, 0.201763, -159.903, 2.39484, -62.1063, 2.39662, 118.842
6, 1800.00000, 125.8, -30.2752, 0.137902, -147.419, 1.39586, -62.0024, 1.39159, 119.122
6, 2700.00000, 125.96, -30.2442, 0.120548, -139.056, 1.09259, -61.9764, 1.08563, 119.256
7, 0.00000, 125.887, -30.2518, 0.116631, -144.789, 1.20671, -61.9873, 1.202, 119.109
7, 900.00000, 125.706, -30.2937, 0.150282, -152.248, 1.6395, -62.0177, 1.63715, 119.027
7, 1800.00000, 125.744, -30.277, 0.137585, -158.339, 1.68138, -62.0098, 1.68181, 118.915
7, 2700.00000, 125.97, -30.2324, 0.111678, -149.105, 1.16488, -61.9719, 1.16203, 119.121
8, 0.00000, 126.082, -30.2186, 0.104896, -132.284, 0.879762, -61.9568, 0.871464, 119.335
8, 900.00000, 126.077, -30.2228, 0.112277, -133.446, 0.889559, -61.9581, 0.881212, 119.419
8, 1800.00000, 126.07, -30.2156, 0.101022, -137.929, 0.848215, -61.9569, 0.842136, 119.369
8, 2700.00000, 126.09, -30.219, 0.114175, -139.065, 0.949295, -61.9546, 0.942886, 119.391
9, 0.00000, 126.062, -30.2303, 0.118066, -132.203, 0.981278, -61.9624, 0.971922, 119.34
9, 900.00000, 126.081, -30.2194, 0.107828, -136.58, 0.96511, -61.957, 0.958012, 119.279
9, 1800.00000, 125.953, -30.2474, 0.123487, -140.495, 1.13709, -61.9788, 1.13054, 119.24
9, 2700.00000, 125.954, -30.253, 0.120289, -124.932, 0.967889, -61.9831, 0.955588, 119.294
10, 0.00000, 126.052, -30.2294, 0.11454, -130.962, 0.866849, -61.9631, 0.857472, 119.458
10, 900.00000, 126.002, -30.2366, 0.105198, -127.775, 1.00795, -61.9737, 0.997842, 119.121
10, 1800.00000, 125.981, -30.2394, 0.115088, -139.918, 1.12543, -61.9742, 1.11897, 119.171
10, 2700.00000, 125.911, -30.2623, 0.130544, -137.047, 1.28547, -61.9889, 1.27684, 119.136
11, 0.00000, 125.695, -30.3286, 0.185979, -135.583, 1.54868, -62.0294, 1.53599, 119.294
11, 900.00000, 125.685, -30.3342, 0.191242, -133.652, 1.52177, -62.0321, 1.50762, 119.34
11, 1800.00000, 125.833, -30.2922, 0.161, -134.729, 1.41152, -62.0045, 1.39995, 119.247
11, 2700.00000, 125.697, -30.3051, 0.158854, -146.065, 1.57682, -62.0223, 1.57121, 119.123
12, 0.00000, 125.899, -30.2648, 0.13901, -141.238, 1.35628, -61.9891, 1.34911, 119.164
12, 900.00000, 125.737, -30.3045, 0.163703, -142.057, 1.56915, -62.0176, 1.5612, 119.159
