Nomes,Bus1,Bus2,,X0,X1,Xg,TotalCust,Yprim,R0,R1,Rg,Rho,Rmatrix,C0,C1,Cmatrix,Count,EmergAmps,Geometry,Length,LineCode,NormAmps,NumCust,Phases,Spacing,Xmatrix
_abcn_l01-sec,bus_xfmr_sec_33998182.1.2.3.4,bus_33998182_001.1.2.3.4,"2,079310345","0,4047","0,1206","0,155081",0,"(53.101139573592675, -28.04588311702089, -14.205995074602917, -2.022468516883215, -10.606682515519015, 1.012522058580467, -18.556859188866436, 12.822836637789832, -53.101139573592675, 28.045883144906547, 14.205995074602917, 2.0224685065302968, 10.606682515519015, -1.012522063315941, 18.556859188866436, -12.822836642093911, -14.205995074602917, -2.022468516883215, 54.821450874828386, -25.881145772765805, -12.442832037850547, -0.7861039656023397, -20.656729329002644, 12.803394884216152, 14.205995074602917, 2.0224685065302968, -54.821450874828386, 25.881145804077896, 12.442832037850547, 0.7861039565555343, 20.656729329002644, -12.803394889647478, -10.606682515519015, 1.012522058580467, -12.442832037850547, -0.7861039656023397, 56.54264899320268, -25.116824410191885, -27.115418173618774, 9.877076424163205, 10.606682515519015, -1.012522063315941, 12.442832037850547, 0.7861039565555343, -56.54264899320268, 25.1168244418728, 27.115418173618774, -9.877076435725773, -18.556859188866436, 12.822836637789832, -20.656729329002644, 12.803394884216152, -27.115418173618774, 9.877076424163205, 68.60111710392223, -75.74501162978486, 18.556859188866436, -12.822836642093911, 20.656729329002644, -12.803394889647478, 27.115418173618774, -9.877076435725773, -68.60111710392223, 75.74501166093974, -53.101139573592675, 28.045883144906547, 14.205995074602917, 2.0224685065302968, 10.606682515519015, -1.012522063315941, 18.556859188866436, -12.822836642093911, 53.101139573592675, -28.04588311702089, -14.205995074602917, -2.022468516883215, -10.606682515519015, 1.012522058580467, -18.556859188866436, 12.822836637789832, 14.205995074602917, 2.0224685065302968, -54.821450874828386, 25.881145804077896, 12.442832037850547, 0.7861039565555343, 20.656729329002644, -12.803394889647478, -14.205995074602917, -2.022468516883215, 54.821450874828386, -25.881145772765805, -12.442832037850547, -0.7861039656023397, -20.656729329002644, 12.803394884216152, 10.606682515519015, -1.012522063315941, 12.442832037850547, 0.7861039565555343, -56.54264899320268, 25.1168244418728, 27.115418173618774, -9.877076435725773, -10.606682515519015, 1.012522058580467, -12.442832037850547, -0.7861039656023397, 56.54264899320268, -25.116824410191885, -27.115418173618774, 9.877076424163205, 18.556859188866436, -12.822836642093911, 20.656729329002644, -12.803394889647478, 27.115418173618774, -9.877076435725773, -68.60111710392223, 75.74501166093974, -18.556859188866436, 12.822836637789832, -20.656729329002644, 12.803394884216152, -27.115418173618774, 9.877076424163205, 68.60111710392223, -75.74501162978486)","0,1784","0,058","0,01805",100,"(0.013798007994260595, 0.0008752430912730059, 0.0008754129548109223, 0.0008755828706250668, 0.0008752430912730059, 0.013798347669076696, 0.0008755828706250668, 0.0008757528387319347, 0.0008754129548109223, 0.0008755828706250668, 0.013798687552997707, 0.0008759228591480225, 0.0008755828706250668, 0.0008757528387319347, 0.0008759228591480225, 0.004917574940655464)","1,6","3,4","(0.147938005425443, -0.054923936977268314, -0.02512246947200434, -0.022833850794930922, -0.054923936977268314, 0.16611579430932266, -0.0479947936566323, -0.02881407738645515, -0.02512246947200434, -0.0479947936566323, 0.16807248108568906, -0.06134133082422506, -0.022833850794930922, -0.02881407738645515, -0.06134133082422506, 0.16528179393736483)",39,"142,5",sec-tradicional-ca-2awg-1kv-ca-2awg-1kv-ca-2awg-1kv-ca-4_0awg-1kv,"0,015033",,95,0,4,,"(0.014319270296486398, 0.009573196460078625, 0.008787366471517927, 0.00832761301805708, 0.009573196460078625, 0.014318921525311798, 0.009572847686156788, 0.008787017694879334, 0.008787366471517927, 0.009572847686156788, 0.014318572748673203, 0.00957249890683197, 0.00832761301805708, 0.008787017694879334, 0.00957249890683197, 0.013658638333087048)"
_cn_l02-ramal,bus_xfmr_sec_33998182.3.4,bus_33998182_013.3.4,"2,079310345","0,4047","0,1206","0,155081",0,"(197.3519037804935, -84.40225364841275, -169.533601309233, -3.372284470529673, -197.3519037804935, 84.4022536783615, 169.533601309233, 3.3722844445885443, -169.533601309233, -3.372284470529673, 197.35221699443738, -84.40188889424317, 169.533601309233, 3.3722844445885443, -197.35221699443738, 84.40188892419785, -197.3519037804935, 84.4022536783615, 169.533601309233, 3.3722844445885443, 197.3519037804935, -84.40225364841275, -169.533601309233, -3.372284470529673, 169.533601309233, 3.3722844445885443, -197.35221699443738, 84.40188892419785, -169.533601309233, -3.372284470529673, 197.35221699443738, -84.40188889424317)","0,1784","0,058","0,01805",100,"(0.002940019766494449, 0.0003411489061520222, 0.0003411489061520222, 0.0029400294578890204)","1,6","3,4","(0.1588830581828913, -0.1376219620208819, -0.1376219620208819, 0.15891450786678155)",39,"235,5",tap-duplex__2_ca-70mm2-xlpe-1kv,"0,005863",,157,0,2,,"(0.005463467738035482, 0.0048894791807793546, 0.0048894791807793546, 0.005463457777941035)"
_abcn_l03-sec,bus_xfmr_sec_33998182.1.2.3.4,bus_33998182_006.1.2.3.4,"2,079310345","0,4047","0,1206","0,155081",0,"(26.014124721691275, -13.739612838776326, -6.959483932624185, -0.9908026366144684, -5.196189084787761, 0.4960321932219929, -9.090962138637455, 6.281877826077053, -26.014124721691275, 13.739612895697716, 6.959483932624185, 0.9908026154816507, 5.196189084787761, -0.496032202888244, 9.090962138637455, -6.281877834862723, -6.959483932624185, -0.9908026366144684, 26.85690122535668, -12.679113045407998, -6.095714463436334, -0.3851105176813274, -10.119683634324987, 6.272353354489521, 6.959483932624185, 0.9908026154816507, -26.85690122535668, 12.67911310932357, 6.095714463436334, 0.3851104992146027, 10.119683634324987, -6.2723533655761745, -5.196189084787761, 0.4960321932219929, -6.095714463436334, -0.3851105176813274, 27.700112178674825, -12.304673787729204, -13.28378027126412, 4.838756740338079, 5.196189084787761, -0.496032202888244, 6.095714463436334, 0.3851104992146027, -27.700112178674825, 12.30467385239764, 13.28378027126412, -4.838756763940086, -9.090962138637455, 6.281877826077053, -10.119683634324987, 6.272353354489521, -13.28378027126412, 4.838756740338079, 33.60752764854534, -37.10730490606271, 9.090962138637455, -6.281877834862723, 10.119683634324987, -6.2723533655761745, 13.28378027126412, -4.838756763940086, -33.60752764854534, 37.107304969657385, -26.014124721691275, 13.739612895697716, 6.959483932624185, 0.9908026154816507, 5.196189084787761, -0.496032202888244, 9.090962138637455, -6.281877834862723, 26.014124721691275, -13.739612838776326, -6.959483932624185, -0.9908026366144684, -5.196189084787761, 0.4960321932219929, -9.090962138637455, 6.281877826077053, 6.959483932624185, 0.9908026154816507, -26.85690122535668, 12.67911310932357, 6.095714463436334, 0.3851104992146027, 10.119683634324987, -6.2723533655761745, -6.959483932624185, -0.9908026366144684, 26.85690122535668, -12.679113045407998, -6.095714463436334, -0.3851105176813274, -10.119683634324987, 6.272353354489521, 5.196189084787761, -0.496032202888244, 6.095714463436334, 0.3851104992146027, -27.700112178674825, 12.30467385239764, 13.28378027126412, -4.838756763940086, -5.196189084787761, 0.4960321932219929, -6.095714463436334, -0.3851105176813274, 27.700112178674825, -12.304673787729204, -13.28378027126412, 4.838756740338079, 9.090962138637455, -6.281877834862723, 10.119683634324987, -6.2723533655761745, 13.28378027126412, -4.838756763940086, -33.60752764854534, 37.107304969657385, -9.090962138637455, 6.281877826077053, -10.119683634324987, 6.272353354489521, -13.28378027126412, 4.838756740338079, 33.60752764854534, -37.10730490606271)","0,1784","0,058","0,01805",100,"(0.028165081707701767, 0.0017865834829244637, 0.0017869302156141794, 0.0017872770550123596, 0.0017865834829244637, 0.028165775066406405, 0.0017872770550123596, 0.0017876240011526741, 0.0017869302156141794, 0.0017872770550123596, 0.028166468851944897, 0.0017879710540687965, 0.0017872770550123596, 0.0017876240011526741, 0.0017879710540687965, 0.010037963455661119)","1,6","3,4","(0.3019773587763683, -0.11211307989652468, -0.051281054893762064, -0.04660942895584716, -0.11211307989652468, 0.3390826358129366, -0.09796901737161039, -0.05881652222981193, -0.051281054893762064, -0.09796901737161039, 0.3430767082149574, -0.12521253759543471, -0.04660942895584716, -0.05881652222981193, -0.12521253759543471, 0.33738023872560213)",39,"142,5",sec-tradicional-ca-2awg-1kv-ca-2awg-1kv-ca-2awg-1kv-ca-4_0awg-1kv,"0,030686",,95,0,4,,"(0.029229104524578036, 0.01954121642878818, 0.017937146780083756, 0.016998678445559738, 0.01954121642878818, 0.029228392597998924, 0.01954050449660129, 0.017936434842351308, 0.017937146780083756, 0.01954050449660129, 0.029227680660266476, 0.01953979255338561, 0.016998678445559738, 0.017936434842351308, 0.01953979255338561, 0.02788059441822053)"
_abcn_l04-sec,bus_33998182_001.1.2.3.4,bus_33998182_014.1.2.3.4,"2,079310345","0,4047","0,1206","0,155081",0,"(44.613504231253486, -23.56305598409972, -11.935322414156694, -1.6991990878643723, -8.911320530699006, 0.850681499858983, -15.590748571297658, 10.773246696972736, -44.613504231253486, 23.56305601729057, 11.935322414156694, 1.699199075541831, 8.911320530699006, -0.8506815054953719, 15.590748571297658, -10.773246702095658, -11.935322414156694, -1.6991990878643723, 46.05884262009138, -21.744328184532833, -10.453981670206632, -0.6604538630509247, -17.35497747738762, 10.756912494293806, 11.935322414156694, 1.699199075541831, -46.05884262009138, 21.74432822180199, 10.453981670206632, 0.6604538522829815, 17.35497747738762, -10.75691250075843, -8.911320530699006, 0.850681499858983, -10.453981670206632, -0.6604538630509247, 47.504926078064926, -21.10217521712188, -22.78131567674571, 8.298333974851403, 8.911320530699006, -0.8506815054953719, 10.453981670206632, 0.6604538522829815, -47.504926078064926, 21.10217525483003, 22.78131567674571, -8.298333988613727, -15.590748571297658, 10.773246696972736, -17.35497747738762, 10.756912494293806, -22.78131567674571, 8.298333974851403, 57.63598018349426, -63.63800143270541, 15.590748571297658, -10.773246702095658, 17.35497747738762, -10.75691250075843, 22.78131567674571, -8.298333988613727, -57.63598018349426, 63.638001469787454, -44.613504231253486, 23.56305601729057, 11.935322414156694, 1.699199075541831, 8.911320530699006, -0.8506815054953719, 15.590748571297658, -10.773246702095658, 44.613504231253486, -23.56305598409972, -11.935322414156694, -1.6991990878643723, -8.911320530699006, 0.850681499858983, -15.590748571297658, 10.773246696972736, 11.935322414156694, 1.699199075541831, -46.05884262009138, 21.74432822180199, 10.453981670206632, 0.6604538522829815, 17.35497747738762, -10.75691250075843, -11.935322414156694, -1.6991990878643723, 46.05884262009138, -21.744328184532833, -10.453981670206632, -0.6604538630509247, -17.35497747738762, 10.756912494293806, 8.911320530699006, -0.8506815054953719, 10.453981670206632, 0.6604538522829815, -47.504926078064926, 21.10217525483003, 22.78131567674571, -8.298333988613727, -8.911320530699006, 0.850681499858983, -10.453981670206632, -0.6604538630509247, 47.504926078064926, -21.10217521712188, -22.78131567674571, 8.298333974851403, 15.590748571297658, -10.773246702095658, 17.35497747738762, -10.75691250075843, 22.78131567674571, -8.298333988613727, -57.63598018349426, 63.638001469787454, -15.590748571297658, 10.773246696972736, -17.35497747738762, 10.756912494293806, -22.78131567674571, 8.298333974851403, 57.63598018349426, -63.63800143270541)","0,1784","0,058","0,01805",100,"(0.016423053085964534, 0.00104175644463167, 0.0010419586243884675, 0.0010421608663669475, 0.00104175644463167, 0.01642345738327608, 0.0010421608663669475, 0.0010423631705867432, 0.0010419586243884675, 0.0010421608663669475, 0.016423861929474357, 0.0010425655370674893, 0.0010421608663669475, 0.0010423631705867432, 0.0010425655370674893, 0.005853134332012787)","1,6","3,4","(0.17608293295266758, -0.06537311277418092, -0.029901972078931263, -0.027177947999314778, -0.06537311277418092, 0.19771901201202094, -0.05712571295803378, -0.03429590146184009, -0.029901972078931263, -0.05712571295803378, 0.20004795477058704, -0.07301140374096049, -0.027177947999314778, -0.03429590146184009, -0.07301140374096049, 0.19672634463655087)",39,"142,5",sec-tradicional-ca-2awg-1kv-ca-2awg-1kv-ca-2awg-1kv-ca-4_0awg-1kv,"0,017893",,95,0,4,,"(0.01704348456163315, 0.011394479096666459, 0.010459146429513089, 0.00991192574549959, 0.011394479096666459, 0.01704306943739799, 0.011394063969161407, 0.010458731298774424, 0.010459146429513089, 0.011394063969161407, 0.017042654306659327, 0.011393648835225468, 0.00991192574549959, 0.010458731298774424, 0.011393648835225468, 0.016257168608656062)"
_abcn_l05-sec,bus_33998182_001.1.2.3.4,bus_33998182_002.1.2.3.4,"2,079310345","0,4047","0,1206","0,155081",0,"(54.83749613311935, -28.96295671665191, -14.670517548705487, -2.0886013055303607, -10.95351090580458, 1.0456305633768692, -19.163650765008505, 13.242131152018064, -54.83749613311935, 28.962956743654605, 14.670517548705487, 2.0886012955052538, 10.95351090580458, -1.0456305679624007, 19.163650765008505, -13.242131156185861, -14.670517548705487, -2.0886013055303607, 56.614059971236884, -26.72743452849663, -12.849700764237648, -0.8118088140704646, -21.33218465363033, 13.222053671739376, 14.670517548705487, 2.0886012955052538, -56.614059971236884, 26.727434558817265, 12.849700764237648, 0.8118088053101142, 21.33218465363033, -13.222053676998726, -10.95351090580458, 1.0456305633768692, -12.849700764237648, -0.8118088140704646, 58.391539624566576, -25.938120587215597, -28.00206645627607, 10.200047392682473, 10.95351090580458, -1.0456305679624007, 12.849700764237648, 0.8118088053101142, -58.391539624566576, 25.93812061789338, 28.00206645627607, -10.200047403878928, -19.163650765008505, 13.242131152018064, -21.33218465363033, 13.222053671739376, -28.00206645627607, 10.200047392682473, 70.84430812827247, -78.22180118566637, 19.163650765008505, -13.242131156185861, 21.33218465363033, -13.222053676998726, 28.00206645627607, -10.200047403878928, -70.84430812827247, 78.22180121583477, -54.83749613311935, 28.962956743654605, 14.670517548705487, 2.0886012955052538, 10.95351090580458, -1.0456305679624007, 19.163650765008505, -13.242131156185861, 54.83749613311935, -28.96295671665191, -14.670517548705487, -2.0886013055303607, -10.95351090580458, 1.0456305633768692, -19.163650765008505, 13.242131152018064, 14.670517548705487, 2.0886012955052538, -56.614059971236884, 26.727434558817265, 12.849700764237648, 0.8118088053101142, 21.33218465363033, -13.222053676998726, -14.670517548705487, -2.0886013055303607, 56.614059971236884, -26.72743452849663, -12.849700764237648, -0.8118088140704646, -21.33218465363033, 13.222053671739376, 10.95351090580458, -1.0456305679624007, 12.849700764237648, 0.8118088053101142, -58.391539624566576, 25.93812061789338, 28.00206645627607, -10.200047403878928, -10.95351090580458, 1.0456305633768692, -12.849700764237648, -0.8118088140704646, 58.391539624566576, -25.938120587215597, -28.00206645627607, 10.200047392682473, 19.163650765008505, -13.242131156185861, 21.33218465363033, -13.222053676998726, 28.00206645627607, -10.200047403878928, -70.84430812827247, 78.22180121583477, -19.163650765008505, 13.242131152018064, -21.33218465363033, 13.222053671739376, -28.00206645627607, 10.200047392682473, 70.84430812827247, -78.22180118566637)","0,1784","0,058","0,01805",100,"(0.013361112377599382, 0.0008475296800147109, 0.0008476941650490651, 0.0008478587007043902, 0.0008475296800147109, 0.013361441297063093, 0.0008478587007043902, 0.000848023286996659, 0.0008476941650490651, 0.0008478587007043902, 0.013361770419010686, 0.0008481879239418456, 0.0008478587007043902, 0.000848023286996659, 0.0008481879239418456, 0.004761866454541449)","1,6","3,4","(0.14325374476007277, -0.05318484338309684, -0.024326999807354966, -0.02211084720427123, -0.05318484338309684, 0.1608559580762862, -0.046475102192482964, -0.02790171785502745, -0.024326999807354966, -0.046475102192482964, 0.1627506889619089, -0.05939903896815301, -0.02211084720427123, -0.02790171785502745, -0.05939903896815301, 0.1600483652195982)",39,"142,5",sec-tradicional-ca-2awg-1kv-ca-2awg-1kv-ca-2awg-1kv-ca-4_0awg-1kv,"0,014557",,95,0,4,,"(0.013865869600608828, 0.009270073895387785, 0.008509126170816634, 0.008063930200482732, 0.009270073895387785, 0.013865531872810739, 0.009269736164929447, 0.008508788437727564, 0.008509126170816634, 0.009269736164929447, 0.013865194139721669, 0.009269398429239207, 0.008063930200482732, 0.008508788437727564, 0.009269398429239207, 0.013226155671838501)"
_abcn_l06-sec,bus_33998182_001.1.2.3.4,bus_33998182_003.1.2.3.4,"2,079310345","0,4047","0,1206","0,155081",0,"(41.11188294843789, -21.713640656024218, -10.998543748081875, -1.5658324827890924, -8.211889491466103, 0.7839132749171027, -14.36706309863671, 9.927676939416669, -41.11188294843789, 21.71364069204203, 10.998543748081875, 1.5658324694170034, 8.211889491466103, -0.7839132810335596, 14.36706309863671, -9.927676944975925, -10.998543748081875, -1.5658324827890924, 42.44377972917006, -20.037661023196783, -9.633470362311751, -0.608616212895327, -15.992821342272062, 9.912624774159537, 10.998543748081875, 1.5658324694170034, -42.44377972917006, 20.037661063640265, 9.633470362311751, 0.6086162012102461, 15.992821342272062, -9.912624781174774, -8.211889491466103, 0.7839132749171027, -9.633470362311751, -0.608616212895327, 43.776363100108966, -19.4459093083449, -20.993257527115972, 7.647014974933421, 8.211889491466103, -0.7839132810335596, 9.633470362311751, 0.6086162012102461, -43.776363100108966, 19.445909349264763, 20.993257527115972, -7.647014989867924, -14.36706309863671, 9.927676939416669, -15.992821342272062, 9.912624774159537, -20.993257527115972, 7.647014974933421, 53.11225181146741, -58.64318687323265, 14.36706309863671, -9.927676944975925, 15.992821342272062, -9.912624781174774, 20.993257527115972, -7.647014989867924, -53.11225181146741, 58.64318691347308, -41.11188294843789, 21.71364069204203, 10.998543748081875, 1.5658324694170034, 8.211889491466103, -0.7839132810335596, 14.36706309863671, -9.927676944975925, 41.11188294843789, -21.713640656024218, -10.998543748081875, -1.5658324827890924, -8.211889491466103, 0.7839132749171027, -14.36706309863671, 9.927676939416669, 10.998543748081875, 1.5658324694170034, -42.44377972917006, 20.037661063640265, 9.633470362311751, 0.6086162012102461, 15.992821342272062, -9.912624781174774, -10.998543748081875, -1.5658324827890924, 42.44377972917006, -20.037661023196783, -9.633470362311751, -0.608616212895327, -15.992821342272062, 9.912624774159537, 8.211889491466103, -0.7839132810335596, 9.633470362311751, 0.6086162012102461, -43.776363100108966, 19.445909349264763, 20.993257527115972, -7.647014989867924, -8.211889491466103, 0.7839132749171027, -9.633470362311751, -0.608616212895327, 43.776363100108966, -19.4459093083449, -20.993257527115972, 7.647014974933421, 14.36706309863671, -9.927676944975925, 15.992821342272062, -9.912624781174774, 20.993257527115972, -7.647014989867924, -53.11225181146741, 58.64318691347308, -14.36706309863671, 9.927676939416669, -15.992821342272062, 9.912624774159537, -20.993257527115972, 7.647014974933421, 53.11225181146741, -58.64318687323265)","0,1784","0,058","0,01805",100,"(0.017821853337627754, 0.0011304859378199932, 0.001130705337827691, 0.001130924805356677, 0.0011304859378199932, 0.017822292070143166, 0.001130924805356677, 0.0011311443404282565, 0.001130705337827691, 0.001130924805356677, 0.017822731072743733, 0.0011313639430637367, 0.001130924805356677, 0.0011311443404282565, 0.0011313639430637367, 0.006351663182512284)","1,6","3,4","(0.19108043978885297, -0.0709411351219064, -0.0324488119296154, -0.029492774621510932, -0.0709411351219064, 0.21455932801863356, -0.061991279746612754, -0.03721698533977248, -0.0324488119296154, -0.061991279746612754, 0.21708663375512707, -0.07923000203645167, -0.029492774621510932, -0.03721698533977248, -0.07923000203645167, 0.21348211221192132)",39,"142,5",sec-tradicional-ca-2awg-1kv-ca-2awg-1kv-ca-2awg-1kv-ca-4_0awg-1kv,"0,019417",,95,0,4,,"(0.018495128806417644, 0.012364980753365708, 0.011349983022514708, 0.010756153926136788, 0.012364980753365708, 0.018494678324817347, 0.012364530268217015, 0.011349532533856984, 0.011349983022514708, 0.012364530268217015, 0.018494227836159626, 0.012364079776089694, 0.010756153926136788, 0.011349532533856984, 0.012364079776089694, 0.017641839986266963)"
_an_l07-ramal,bus_33998182_002.1.4,bus_33998182_015.1.4,"2,079310345","0,4047","0,1206","0,155081",0,"(89.06848455443301, -31.14137718189991, -28.7225917916048, -24.36151052210593, -89.06848455443301, 31.141377201734713, 28.7225917916048, 24.36151050506372, -28.7225917916048, -24.36151052210593, 89.0684862419815, -31.141319763442333, 28.7225917916048, 24.36151050506372, -89.0684862419815, 31.14131978327918, -89.06848455443301, 31.141377201734713, 28.7225917916048, 24.36151050506372, 89.06848455443301, -31.14137718189991, -28.7225917916048, -24.36151052210593, 28.7225917916048, 24.36151050506372, -89.0684862419815, 31.14131978327918, -28.7225917916048, -24.36151052210593, 89.0684862419815, -31.141319763442333)","0,1784","0,058","0,01805",100,"(0.008719341504080476, 0.0002577688864227756, 0.0002577688864227756, 0.0087193456452233)","1,6","3,4","(0.10522691194337928, -0.09041173287266063, -0.09041173287266063, 0.10523773380567399)",39,"88,5",tap-duplex__2_ca-16mm2-xlpe-1kv,"0,00443",,59,0,2,,"(0.004371847490223603, 0.003884812669522167, 0.003884812669522167, 0.0043718432343056)"
_bcn_l08-ramal,bus_33998182_002.2.3.4,bus_33998182_016.2.3.4,"2,079310345","0,4047","0,1206","0,155081",0,"(62.73798138612669, -14.982414264194649, -17.8013706019921, -10.3467094143086, -17.801368993774517, -10.34670172980379, -62.73798138612669, 14.98241430108187, 17.8013706019921, 10.346709397261163, 17.801368993774517, 10.346701712756865, -17.8013706019921, -10.3467094143086, 62.73798460263217, -14.982398895306241, -17.80136738552733, -10.346694045363844, 17.8013706019921, 10.346709397261163, -62.73798460263217, 14.982398932194481, 17.80136738552733, 10.346694028317428, -17.801368993774517, -10.34670172980379, -17.80136738552733, -10.346694045363844, 62.73798781905624, -14.982383526305146, 17.801368993774517, 10.346701712756865, 17.80136738552733, 10.346694028317428, -62.73798781905624, 14.982383563194407, -62.73798138612669, 14.98241430108187, 17.8013706019921, 10.346709397261163, 17.801368993774517, 10.346701712756865, 62.73798138612669, -14.982414264194649, -17.8013706019921, -10.3467094143086, -17.801368993774517, -10.34670172980379, 17.8013706019921, 10.346709397261163, -62.73798460263217, 14.982398932194481, 17.80136738552733, 10.346694028317428, -17.8013706019921, -10.3467094143086, 62.73798460263217, -14.982398895306241, -17.80136738552733, -10.346694045363844, 17.801368993774517, 10.346701712756865, 17.80136738552733, 10.346694028317428, -62.73798781905624, 14.982383563194407, -17.801368993774517, -10.34670172980379, -17.80136738552733, -10.346694045363844, 62.73798781905624, -14.982383526305146)","0,1784","0,058","0,01805",100,"(0.012752282980798512, 0.00037699275563754845, 0.00037699426978175235, 0.00037699275563754845, 0.012752286009048333, 0.0003769957839066636, 0.00037699426978175235, 0.0003769957839066636, 0.012752289037336741)","1,6","3,4","(0.19569278597712697, -0.09043945896949228, -0.09043675362268472, -0.09043945896949228, 0.1956981956863188, -0.09043404655650733, -0.09043675362268472, -0.09043404655650733, 0.19570361084865104)",39,"88,5",tap-triplex__3_ca-16mm2-xlpe-1kv,"0,006479",,59,0,3,,"(0.006393950313579848, 0.005681649701886982, 0.005681648145786484, 0.005681649701886982, 0.0063939472013802914, 0.0056816465896868985, 0.005681648145786484, 0.0056816465896868985, 0.0063939440891796805)"
_abcn_l09-sec,bus_33998182_002.1.2.3.4,bus_33998182_004.1.2.3.4,"2,079310345","0,4047","0,1206","0,155081",0,"(21.175940557864507, -11.184278820101323, -5.6651384448763995, -0.806530228859786, -4.229786408886577, 0.40377864896904764, -7.400198004780991, 5.113555530512628, -21.175940557864507, 11.184278890027858, 5.6651384448763995, 0.8065302028986366, 4.229786408886577, -0.4037786608438006, 7.400198004780991, -5.113555541305609, -5.6651384448763995, -0.806530228859786, 21.86197498478115, -10.321013924524044, -4.9620153865031, -0.3134865276836444, -8.237594821945953, 5.105802447479883, 5.6651384448763995, 0.8065302028986366, -21.86197498478115, 10.321014003042759, 4.9620153865031, 0.313486504997725, 8.237594821945953, -5.105802461099565, -4.229786408886577, 0.40377864896904764, -4.9620153865031, -0.3134865276836444, 22.548363061114035, -10.016213991561369, -10.813223370666392, 3.9388303834591674, 4.229786408886577, -0.4037786608438006, 4.9620153865031, 0.313486504997725, -22.548363061114035, 10.01621407100496, 10.813223370666392, -3.9388304124536555, -7.400198004780991, 5.113555530512628, -8.237594821945953, 5.105802447479883, -10.813223370666392, 3.9388303834591674, 27.35709986002236, -30.205978124355973, 7.400198004780991, -5.113555541305609, 8.237594821945953, -5.105802461099565, 10.813223370666392, -3.9388304124536555, -27.35709986002236, 30.205978202480477, -21.175940557864507, 11.184278890027858, 5.6651384448763995, 0.8065302028986366, 4.229786408886577, -0.4037786608438006, 7.400198004780991, -5.113555541305609, 21.175940557864507, -11.184278820101323, -5.6651384448763995, -0.806530228859786, -4.229786408886577, 0.40377864896904764, -7.400198004780991, 5.113555530512628, 5.6651384448763995, 0.8065302028986366, -21.86197498478115, 10.321014003042759, 4.9620153865031, 0.313486504997725, 8.237594821945953, -5.105802461099565, -5.6651384448763995, -0.806530228859786, 21.86197498478115, -10.321013924524044, -4.9620153865031, -0.3134865276836444, -8.237594821945953, 5.105802447479883, 4.229786408886577, -0.4037786608438006, 4.9620153865031, 0.313486504997725, -22.548363061114035, 10.01621407100496, 10.813223370666392, -3.9388304124536555, -4.229786408886577, 0.40377864896904764, -4.9620153865031, -0.3134865276836444, 22.548363061114035, -10.016213991561369, -10.813223370666392, 3.9388303834591674, 7.400198004780991, -5.113555541305609, 8.237594821945953, -5.105802461099565, 10.813223370666392, -3.9388304124536555, -27.35709986002236, 30.205978202480477, -7.400198004780991, 5.113555530512628, -8.237594821945953, 5.105802447479883, -10.813223370666392, 3.9388303834591674, 27.35709986002236, -30.205978124355973)","0,1784","0,058","0,01805",100,"(0.034600113574113064, 0.002194774084462084, 0.0021952000370855677, 0.002195626120797788, 0.002194774084462084, 0.03460096534831266, 0.002195626120797788, 0.002196052335640108, 0.0021952000370855677, 0.002195626120797788, 0.0346018176468672, 0.002196478681653895, 0.002195626120797788, 0.002196052335640108, 0.002196478681653895, 0.012331392439159787)","1,6","3,4","(0.37097179475307157, -0.13772817483084437, -0.0629975208997637, -0.057258542767013317, -0.13772817483084437, 0.4165547194890266, -0.12035254017654948, -0.07225465810132375, -0.0629975208997637, -0.12035254017654948, 0.42146133968517413, -0.15382053802173964, -0.057258542767013317, -0.07225465810132375, -0.15382053802173964, 0.4144633663311942)",39,"142,5",sec-tradicional-ca-2awg-1kv-ca-2awg-1kv-ca-2awg-1kv-ca-4_0awg-1kv,"0,037697",,95,0,4,,"(0.0359072395640689, 0.02400590613687115, 0.02203534583095931, 0.02088246044979031, 0.02400590613687115, 0.03590636497968994, 0.024005031545603173, 0.02203447123287875, 0.02203534583095931, 0.024005031545603173, 0.03590549038160938, 0.02400415694078659, 0.02088246044979031, 0.02203447123287875, 0.02400415694078659, 0.03425062790144233)"
