hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
42, 900.00000, 3.25967, -18.1844, -17.1108, 4.32717, 9.6628, 11.1009, -0.113199, -0.146623
42, 1800.00000, 0.0852987, 0.034429, 0.0852976, 0.0344303, 0.0853001, 0.0344313, -4.70697E-012, 3.62339E-012
42, 2700.00000, 0.0762251, 0.0344303, 0.0762249, 0.0344303, 0.076225, 0.0344301, -5.29492E-013, -7.99373E-013
43, 0.00000, 0.0751084, 0.0344303, 0.0751082, 0.0344303, 0.0751084, 0.0344301, -5.14743E-013, -7.67589E-013
43, 900.00000, 0.074354, 0.0344303, 0.0743538, 0.0344303, 0.0743539, 0.0344301, -5.04976E-013, -7.4665E-013
43, 1800.00000, 0.0744406, 0.0344303, 0.0744404, 0.0344303, 0.0744406, 0.0344301, -5.06085E-013, -7.4903E-013
43, 2700.00000, 0.0762251, 0.0344303, 0.0762249, 0.0344303, 0.076225, 0.0344301, -5.2941E-013, -7.9931E-013
44, 0.00000, 0.0723112, 0.0344303, 0.072311, 0.0344303, 0.0723111, 0.0344301, -4.79198E-013, -6.91985E-013
44, 900.00000, 0.0589823, 0.0344303, 0.0589821, 0.0344303, 0.0589822, 0.0344302, -3.33013E-013, -4.0188E-013
44, 1800.00000, 0.0359723, 0.0344303, 0.0359722, 0.0344302, 0.0359723, 0.0344302, -1.62835E-013, -1.20681E-013
44, 2700.00000, 0.0288554, 0.0344303, 0.0288554, 0.0344302, 0.0288554, 0.0344302, -1.2894E-013, -7.48243E-014
45, 0.00000, 0.0251354, 0.0344303, 0.0251353, 0.0344302, 0.0251353, 0.0344302, -1.14423E-013, -5.63686E-014
45, 900.00000, 0.023674, 0.0344303, 0.023674, 0.0344302, 0.023674, 0.0344302, -1.09295E-013, -5.00015E-014
45, 1800.00000, 0.0246008, 0.0344303, 0.0246007, 0.0344302, 0.0246008, 0.0344302, -1.12506E-013, -5.39839E-014
45, 2700.00000, 0.0216092, 0.0344303, 0.0216092, 0.0344302, 0.0216092, 0.0344302, -1.02596E-013, -4.17695E-014
46, 0.00000, 0.0205144, 0.0344303, 0.0205143, 0.0344302, 0.0205143, 0.0344302, -9.92935E-014, -3.77401E-014
46, 900.00000, 0.0192642, 0.0344303, 0.0192642, 0.0344302, 0.0192642, 0.0344302, -9.57362E-014, -3.34041E-014
46, 1800.00000, 0.019566, 0.0344303, 0.019566, 0.0344302, 0.019566, 0.0344302, -9.65731E-014, -3.44257E-014
46, 2700.00000, 0.0197168, 0.0344303, 0.0197168, 0.0344302, 0.0197168, 0.0344302, -9.69971E-014, -3.49423E-014
47, 0.00000, 0.0206221, 0.0344303, 0.020622, 0.0344302, 0.0206221, 0.0344302, -9.96087E-014, -3.81262E-014
47, 900.00000, 0.018622, 0.0344303, 0.0186219, 0.0344302, 0.018622, 0.0344302, -9.39957E-014, -3.128E-014
47, 1800.00000, 0.0191392, 0.0344303, 0.0191392, 0.0344302, 0.0191392, 0.0344302, -9.53912E-014, -3.2985E-014
47, 2700.00000, 0.017609, 0.0344303, 0.0176089, 0.0344302, 0.017609, 0.0344302, -9.13674E-014, -2.80646E-014
